	ENT_ID	TYPE	TERM	KWIC	source_year
0	e1	LOCATION	(	               ( bnf anonyme . journal des voyages et des aventures de terre et de mer 	1889-1
1	e1	LOCATION	(	               ( bnf anonyme . journal des voyages et des aventures de terre et de mer               ( BNF anonyme . journal des voyages et des aventures de terre et de mer . 	1889-1
2	e4	LOCATION	BnF	des reproductions numeriques d' oeuvres tombees dans le domaine public provenant des collections de la BNF . leur utilisation s' inscrit dans le cadre de la loi n ° 78-753 	1889-1
3	e6	LOCATION	BnF	et a la licence 2 / les contenus de gallica sont la propriete de la BNF au sens de l' article l.2112-1 du code general de la propriete des personnes 	1889-1
4	e7	LOCATION	BnF	conditions de reutilisation . 4 / gallica constitue une base de donnees , dont la BNF est producteur , protegee au sens des articles l341-1 et suivants du code la 	1889-1
5	e26	LOCATION	Saint-Joseph	' prix : 15 centimes . — journal heboomadaire — bureaux : 8 , rue SAINT-JOSEPH . abonnemeiits . — paris , 8 fr. — departments , 10 . fr 	1889-1
6	e27	LOCATION	PARIS	. — journal heboomadaire — bureaux : 8 , rue saint-joseph . abonnemeiits . — PARIS , 8 fr. — departments , 10 . fr . — etranger , 12 	1889-1
7	e32	LOCATION	Illustrations	fr . — etranger , 12 fr. — dimanche e janvier 1889 - . „ ILLUSTRATIONS . — fate sanglante de la nouvefle annse chez les persans . — l' 	1889-1
8	e33	LOCATION	Fate	etranger , 12 fr. — dimanche e janvier 1889 - . „ illustrations . — FATE sanglante de la nouvefle annse chez les persans . — l' homme 4 bleu 	1889-1
9	e34	LOCATION	Pinsk	la russie blanche : les marais de . pinsk avant rinondation . les marais de PINSK : une digue pendant pinon- dation . — a travers le monde : nice 	1889-1
10	e35	LOCATION	Nice	de pinsk : une digue pendant pinon- dation . — a travers le monde : NICE ; un coin , de la baie ; la promenade des an ¬ glais 	1889-1
11	e40	LOCATION	Tenir	de i' aiince , nous prions nos lecteurs . 4lc voulolr iken nods faire par- TENIR le plus tot possible leur avis de rcabonnement , afin qu' il / ? 	1889-1
12	e41	LOCATION	He	"mois . lea alio mica resolvent gratulte- ' . . ' ' aweiit , avec HE dernier numero de c c haque  semestre , a titre de v prime """	1889-1
13	e44	LOCATION	Saint-Josepb	a j \ v 1 administration du journal des voyages , 8 , rn € SAINT-JOSEPB , a 3ariw . - hheufts . et coutumes c > dbs diffrents peuples 	1889-1
14	e46	LOCATION	Moharrem	ta' nnee solaire de 11 jours et quart . les mois sont les suivants : MOHARREM , 30 jours ; sefer , 29 , j.ours ; rabi i ; rabi 	1889-1
15	e52	LOCATION	Redejeb	, j.ours ; rabi i ; rabi ii ; djemadzi i ; djemadzi -ii ; REDEJEB ; cha' aban ; rcemadan ; chawal ; dzou i , < xedah ; 	1889-1
16	e53	LOCATION	Rcemadan	; rabi ii ; djemadzi i ; djemadzi -ii ; redejeb ; cha' aban ; RCEMADAN ; chawal ; dzou i , < xedah ; dzoii i h' adjey . 	1889-1
17	e54	LOCATION	Chawal	ii ; djemadzi i ; djemadzi -ii ; redejeb ; cha' aban ; rcemadan ; CHAWAL ; dzou i , < xedah ; dzoii i h' adjey . . onze 	1889-1
18	e55	LOCATION	Dzou	djemadzi i ; djemadzi -ii ; redejeb ; cha' aban ; rcemadan ; chawal ; DZOU i , < xedah ; dzoii i h' adjey . . onze jours intercalates 	1889-1
19	e56	LOCATION	Xedah	-ii ; redejeb ; cha' aban ; rcemadan ; chawal ; dzou i , < XEDAH ; dzoii i h' adjey . . onze jours intercalates sont disribues au cours 	1889-1
20	e57	LOCATION	Dzoii	redejeb ; cha' aban ; rcemadan ; chawal ; dzou i , < xedah ; DZOII i h' adjey . . onze jours intercalates sont disribues au cours de chaque 	1889-1
21	e58	LOCATION	Tannee	de 3e0. tumiisons . ' l' annee des mahometans etant ainsi beaucoup plus courte que TANNEE tropi ¬ que , qui seule rfrgle le cours des.saisons , il en r 	1889-1
22	e59	LOCATION	Pan	rfrgle le cours des.saisons , il en r £ sulte que le premier jour de PAN ? nee , — le premier jour du moharrem , — n' a aucuue 	1889-1
23	e60	LOCATION	Moharrem	sulte que le premier jour de pan ? nee , — le premier jour du MOHARREM , — n' a aucuue place fixe dans tordre des aaisons ; . qu' 	1889-1
