	ENT_ID	TYPE	TERM	KWIC	source_year
0	e3	LOCATION	BnF	des reproductions numeriques d' oeuvres tombees dans le domaine public provenant des collections de la BNF . leur reutilisation s' inscrit dans le cadre de la loi n ° 78-753 	1880-1
1	e5	LOCATION	BnF	et a la licence 2 / les contenus de gallica sont la propriete de la BNF au sens de l' article l.2112-1 du code general de la propriete des personnes 	1880-1
2	e6	LOCATION	BnF	conditions de reutilisation . 4 / gallica constitue une base de donnees , dont la BNF est producteur , protegee au sens des articles l341-1 et suivants du code la 	1880-1
3	e11	LOCATION	Prix	des voyages et des aventures de terre et de mer n ° 131 . — PRIX : 15 centimes bureaux : 7 , rue du croissant . abonnements . — 	1880-1
4	e12	LOCATION	Paris	prix : 15 centimes bureaux : 7 , rue du croissant . abonnements . — PARIS , 8 fr. — departements , 10 fr. — dimanche 11 janvier 1880 . 	1880-1
5	e13	LOCATION	Departements	: 7 , rue du croissant . abonnements . — paris , 8 fr. — DEPARTEMENTS , 10 fr. — dimanche 11 janvier 1880 . texte . — les. grandes 	1880-1
6	e14	LOCATION	Dimanche	croissant . abonnements . — paris , 8 fr. — departements , 10 fr. — DIMANCHE 11 janvier 1880 . texte . — les. grandes chasses : une chasae & 	1880-1
7	e15	LOCATION	Les.	fr. — departements , 10 fr. — dimanche 11 janvier 1880 . texte . — LES. grandes chasses : une chasae & fours . — le tour du monde d' 	1880-1
8	e16	LOCATION	Paris	' ours : le for p6n £ tra profondement dans les chair . gamin de PARIS : les _ bandits de la mer ( suite ) . - un campement 	1880-1
9	e17	LOCATION	Pawnies	: les _ bandits de la mer ( suite ) . - un campement de PAWNIES . - les brigands de la mer : le chien ae mit de la 	1880-1
10	e20	LOCATION	Etudes	: fornie _ a ventures d' un chasseur de lions ( fin ) . — ETUDES geographiques : le les clients debout attendent leur numero . tour de la terre 	1880-1
11	e21	LOCATION	Siberie	tour de la terre en quatre-vingts recita ( suite ) : le turkestan et la SIBERIE . une chasse l' ours - le fer penetra profondement dans les chairs . 	1880-1
12	e25	LOCATION	Holman	m' a été tout dernièrement adressée . « nous nous trouvions dans les yaults de HOLMAN , sur la rivière de schlangé , dans une étroite vallée des alpes scandinaves 	1880-1
13	e26	LOCATION	Schlangé	. « nous nous trouvions dans les yaults de holman , sur la rivière de SCHLANGÉ , dans une étroite vallée des alpes scandinaves , au 70e degré de latitude 	1880-1
14	e27	LOCATION	Alpes	yaults de holman , sur la rivière de schlangé , dans une étroite vallée des ALPES scandinaves , au 70e degré de latitude . mon ami le lapon était venu 	1880-1
15	e28	LOCATION	Finck	au 70e degré de latitude . mon ami le lapon était venu nous retrouver avec FINCK , le tueur d' ours , et nous grimpâmes un matin dans la montagne 	1880-1
16	e30	LOCATION	Suède	étions quatre , armés de fusils . mes compagnons portaient deux couteaux en acier de SUÈDE à la ceinture : un sur le côté droit , un aulre sur le 	1880-1
17	e40	LOCATION	Quoique	ours sufficient pour guerir notre brave compagnon avant la fin de la semaine . « QUOIQUE blesse et condamne au repos , finck voulut servir la bete lui meme . 	1880-1
18	e42	LOCATION	Fraiche	la chair un veritable regal pour les lapons . la graisse-serf a plusieurs usages . FRAICHE , elle remplace le beurre de renne ; fondue , elle tient lieu d' 	1880-1
19	e44	LOCATION	Lapon	demenait et s' enferrait de plus en plus . « pendant ce temps-la , le LAPON , maintenait toujours sa lance avec une surprenante adresse , afin qu' elle ne 	1880-1
20	e45	LOCATION	Norvege	lui-meme , sans le vouloir . « tous les ours que j' ai vus en NORVEGE et en suede etaient plus ou moins bruns . ii y en a de 	1880-1
21	e46	LOCATION	Suede	le vouloir . « tous les ours que j' ai vus en norvege et en SUEDE etaient plus ou moins bruns . ii y en a de tres noirs du 	1880-1
22	e47	LOCATION	Trondjou	plus ou moins bruns . ii y en a de tres noirs du cote de TRONDJOU . « du reste , dans les regions ou nous avions chasse ces animaux 	1880-1
23	e48	LOCATION	Paris	j' ai entendu faire a un anglais , lors de mon retour de hambourg a PARIS , ce portait assez exact de l' ours de suede : « — c' 	1880-1
24	e49	LOCATION	Suede	mon retour de hambourg a paris , ce portait assez exact de l' ours de SUEDE : « — c' etait un parfait gentleman si vo passez a cote de 	1880-1
25	e51	LOCATION	(	du monde d' un gamin de paris 1 les bandits de la mer chapitre v ( suite . ) pendant que , selon son habitude , friquet monologuait , emporte 	1880-1
26	e51	LOCATION	(	du monde d' un gamin de paris 1 les bandits de la mer chapitre v ( suite . ) pendant que , selon son habitude , friquet monologuait , emporte monde d' un gamin de paris 1 les bandits de la mer chapitre v ( SUITE . ) pendant que , selon son habitude , friquet monologuait , emporte par 	1880-1
27	e53	LOCATION	Georges-Washington	passait-il donc ? c' etait terrible . a peine les deux amis avaient-ils quitte le GEORGES-WASHINGTON , qu' on s' apercut de leur fuite . ii y avait toujours a 	1880-1
28	e58	LOCATION	Paris	son premier soin fut de se mettre à sa recherche . si le gamin de PARIS , rompu à tous les exercices du corps , virtuose de la pleine eau 	1880-1
29	e59	LOCATION	Afrique	l' équateur , qui avait passé sa vie au bord des fleuves impétueux de l' AFRIQUE mystérieuse , ne le lui cédait en rien . il se jouait de l' 	1880-1
30	e62	LOCATION	Pauvre	docteur ne me le pardonneraient jamais ; moi non plus , d' ailleurs . « PAUVRE petit ... il n' a plus que moi pour le moment ... comme il 	1880-1
31	e63	LOCATION	Compris	élevèrent à perte de vue en traçant dans les airs leurs courbes capricieuses . — COMPRIS , dit le gamin . cinq coups de canon , des fusées ... dans 	1880-1
32	e64	LOCATION	(	", dis la mer . — le chien  se mit de la partie . ( page 7 , col.2 . ) tenant que les fusées lui avaient indiqué la """	1880-1
33	e64	LOCATION	(	", dis la mer . — le chien  se mit de la partie . ( page 7 , col.2 . ) tenant que les fusées lui avaient indiqué la dis la mer . — le chien "" se mit de la partie . ( PAGE 7 , col.2 . ) tenant que les fusées lui avaient indiqué la situation """	1880-1
34	e66	LOCATION	Vienne	"bœuf bouilli — quel bœuf ! — et les charcuteries les plus invraisemblables .  VIENNE , l' épidémie le parisien s' en moquera comme des tempêtës dans la lune """	1880-1
35	e67	LOCATION	Méduse	, mais débrouillard eu diable , il trouverait des truffes sur le radeau de la MÉDUSE . on en ferait difficilement un soldat de parade . l' astiquage laisse généralement 	1880-1
36	e68	LOCATION	Bourget	la tignasse hé-rissée , s' élance au plus dru . je les ai vus au BOURGET , à cham-pigny , à la gare-aux-bœufs , à buzen-val . le brave colonel 	1880-1
37	e69	LOCATION	Cham-pigny	, s' élance au plus dru . je les ai vus au bourget , à CHAM-PIGNY , à la gare-aux-bœufs , à buzen-val . le brave colonel langlois qui les 	1880-1
38	e70	LOCATION	Gare-aux-Bœufs	plus dru . je les ai vus au bourget , à cham-pigny , à la GARE-AUX-BŒUFS , à buzen-val . le brave colonel langlois qui les commandait en sait quelque 	1880-1
39	e71	LOCATION	Buzen-val	je les ai vus au bourget , à cham-pigny , à la gare-aux-bœufs , à BUZEN-VAL . le brave colonel langlois qui les commandait en sait quelque chose . le 	1880-1
40	e74	LOCATION	Mé-dor	la ... mon brave chien ... pas tant de musique ... tu dois t' appeler MÉ-DOR ... c' est un joli nom , médor ... mais le soi-disant médor , 	1880-1
41	e75	LOCATION	Médor	de musique ... tu dois t' appeler mé-dor ... c' est un joli nom , MÉDOR ... mais le soi-disant médor , insenai- ble à ces cordiales paroles , se 	1880-1
42	e79	LOCATION	Europe	yeux de ces peuplades , un titre qui est égal à celui de prince en EUROPE , et les exploits qui leur ont valu cette dignité sont pour lui ce 	1880-1
43	e81	LOCATION	Amérique	l' ours grizly , qui est l' animal le plus redoutable des forêts de l' AMÉRIQUE du nord et qui paraît être insensible à la douleur d' une blessure , 	1880-1
44	e81	LOCATION	Amérique	l' ours grizly , qui est l' animal le plus redoutable des forêts de l' AMÉRIQUE du nord et qui paraît être insensible à la douleur d' une blessure , ours grizly , qui est l' animal le plus redoutable des forêts de l' amérique DU nord et qui paraît être insensible à la douleur d' une blessure , dont 	1880-1
45	e81	LOCATION	Amérique	l' ours grizly , qui est l' animal le plus redoutable des forêts de l' AMÉRIQUE du nord et qui paraît être insensible à la douleur d' une blessure , ours grizly , qui est l' animal le plus redoutable des forêts de l' amérique DU nord et qui paraît être insensible à la douleur d' une blessure , dont grizly , qui est l' animal le plus redoutable des forêts de l' amérique du NORD et qui paraît être insensible à la douleur d' une blessure , dont les 	1880-1
46	e84	LOCATION	Àméim-que	partie j' ai sous les yeux des lettres écrite-dés points les plus opposés de l' ÀMÉIM-QUE du nord , par un jeune émigra dont la révolution de févier abrusqu-mentdéplacé l' 	1880-1
47	e84	LOCATION	Àméim-que	partie j' ai sous les yeux des lettres écrite-dés points les plus opposés de l' ÀMÉIM-QUE du nord , par un jeune émigra dont la révolution de févier abrusqu-mentdéplacé l' j' ai sous les yeux des lettres écrite-dés points les plus opposés de l' àméim-que DU nord , par un jeune émigra dont la révolution de févier abrusqu-mentdéplacé l' existence 	1880-1
48	e84	LOCATION	Àméim-que	partie j' ai sous les yeux des lettres écrite-dés points les plus opposés de l' ÀMÉIM-QUE du nord , par un jeune émigra dont la révolution de févier abrusqu-mentdéplacé l' j' ai sous les yeux des lettres écrite-dés points les plus opposés de l' àméim-que DU nord , par un jeune émigra dont la révolution de févier abrusqu-mentdéplacé l' existence ai sous les yeux des lettres écrite-dés points les plus opposés de l' àméim-que du NORD , par un jeune émigra dont la révolution de févier abrusqu-mentdéplacé l' existence . 	1880-1
49	e85	LOCATION	George-deL	la révolution de févier abrusqu-mentdéplacé l' existence . dernier rejeton d' une famille historique , GEORGE-DEL ... n' était pas un de ces esprits quiets que l' influence d' une 	1880-1
50	e86	LOCATION	France	se perdre . c' est à la nécessité qu' il avait obéi en quittant la FRANCE , après avoir recueilli à la hâle les débris de son patri moine . 	1880-1
51	e87	LOCATION	Virginie	fait l' essai de deux existences , celle du colon-cultivateur dans les solitudes de la VIRGINIE et celle du chercheur d' or sur les grèves de la californie ; il 	1880-1
52	e88	LOCATION	Californie	solitudes de la virginie et celle du chercheur d' or sur les grèves de la CALIFORNIE ; il avait pu les comparer , en apprécier mûrement les inconvénients , ainsi 	1880-1
53	e89	LOCATION	San-Francisco	trouvais de vifs aperçus sur les profondes révolutions qui menacent le nouveau monde york et SAN-FRANCISCO , par exemple , me semblaient représenter les faces les plus curieuses de ce 	1880-1
54	e90	LOCATION	Amérique	monde naissant , ehe-rcheur d' or . c' était , en un mot , l' AMÉRIQUE d' hier et l' amérique d' au-jourd' hui qui se trouvaient opposées francisco , 	1880-1
55	e92	LOCATION	Amérique	or . c' était , en un mot , l' amérique d' hier et l' AMÉRIQUE d' au-jourd' hui qui se trouvaient opposées francisco , semblent rapprochés par l' identité 	1880-1
56	e93	LOCATION	Pawnies	conditions géographiques . la première de ces villes , à l' est une halte de PAWNIES . — le vieux sachem resrouve tout à coup la parole . ( page 	1880-1
57	e94	LOCATION	Europe	à coup la parole . ( page 7 , col. 3 . ) comme l' EUROPE . je comparais le présent de l' amérique à son avenir , et les 	1880-1
58	e95	LOCATION	Amérique	, col. 3 . ) comme l' europe . je comparais le présent de l' AMÉRIQUE à son avenir , et les villes mêmes qu' avait traversées le voyageur me 	1880-1
59	e96	LOCATION	Orléans	villes mêmes qu' avait traversées le voyageur me facilitaient cette comparaison ; la nouvelle - ORLÉANS , new- ses grandeurs passées et ses grandeurs nouvelles : d' une part , 	1880-1
