	ENT_ID	TYPE	TERM	KWIC	source_year
0	e4	LOCATION	BnF	conditions de réutilisation . 4 / gallica constitue une base de données , dont la BNF est producteur , protégée au sens des articles l341-1 et suivants du code la 	1881-1
1	e10	LOCATION	Paris	: 15 centirmes . bureaux : : 7 , rue du croissant . a.bonnements — PARIS , 8 fr. — departkmknts , 10 .fr. — etranser , 12 fr. — 	1881-1
2	e11	LOCATION	Departkmknts	: : 7 , rue du croissant . a.bonnements — paris , 8 fr. — DEPARTKMKNTS , 10 .fr. — etranser , 12 fr. — dimanche 9 janvier 1881 . 	1881-1
3	e13	LOCATION	Scfenes	10 .fr. — etranser , 12 fr. — dimanche 9 janvier 1881 . text — SCFENES americaines : une caravane d ' & nigrants . — las jeux du ! 	1881-1
4	e14	LOCATION	Las	1881 . text — scfenes americaines : une caravane d ' & nigrants . — LAS jeux du ! , r da tan ehez ics birmans . — voyage * 	1881-1
5	e15	LOCATION	Tan	une caravane d ' & nigrants . — las jeux du ! , r da TAN ehez ics birmans . — voyage * prodigieux : las emotion * da polydore 	1881-1
6	e17	LOCATION	Voyage	. — las jeux du ! , r da tan ehez ics birmans . — VOYAGE * prodigieux : las emotion * da polydore marasquin ( suite ) . “ 	1881-1
7	e20	LOCATION	Ypre	emotion * da polydore marasquin ( suite ) . “ l' hdtei de yille d' YPRE * . — r6cits da .voyages : la pirate malaia ( suite ) . 	1881-1
8	e21	LOCATION	Chroniquo	* . — r6cits da .voyages : la pirate malaia ( suite ) . — CHRONIQUO des voyages at da ia geographie . illustrations . — une caravans d ’ 	1881-1
9	e28	LOCATION	Guyane	db narcisse nicaise au congo enfin , notre collaborateur louis bous-senard nous 6crit de la GUYANE qu’ il nous envprra pvpc ^ uunexnent la suite du recit de son voyage 	1881-1
10	e32	LOCATION	France	toujours en vonte an p ; rix tfe 15 peatiraes chez tous les libraires da FRANCE . bnvojer 20 centimes au. bureau da journal pour le recevoir franco par la 	1881-1
