	ENT_ID	TYPE	TERM	KWIC	source_year
0	e4	LOCATION	BnF	conditions de réutilisation . 4 / gallica constitue une base de données , dont la BNF est producteur , protégée au sens des articles l341-1 et suivants du code la 	1884-1
1	e17	LOCATION	Paris	— journal hebdomadaire — bureaux : 7 , rue du croissant . abonnements . — PARIS , 8 fr. — départements , 10 fr. — étranger , 12 fr. — 	1884-1
2	e18	LOCATION	Départements	: 7 , rue du croissant . abonnements . — paris , 8 fr. — DÉPARTEMENTS , 10 fr. — étranger , 12 fr. — dimanche 6 janvier 1884 texte 	1884-1
3	e19	LOCATION	Étranger	croissant . abonnements . — paris , 8 fr. — départements , 10 fr. — ÉTRANGER , 12 fr. — dimanche 6 janvier 1884 texte . — la chasse aux 	1884-1
4	e20	LOCATION	Basse-Cochinchine	fr. — dimanche 6 janvier 1884 texte . — la chasse aux singes dans la BASSE-COCHINCHINE . — le coq rouge , aventures de deux petites parisiennes en russie ( 	1884-1
5	e22	LOCATION	Parisiennes	aux singes dans la basse-cochinchine . — le coq rouge , aventures de deux petites PARISIENNES en russie ( suite ) . — les drames de l' afrique australe ( 	1884-1
6	e23	LOCATION	Russie	dans la basse-cochinchine . — le coq rouge , aventures de deux petites parisiennes en RUSSIE ( suite ) . — les drames de l' afrique australe ( suite ) 	1884-1
7	e24	LOCATION	Afrique	de deux petites parisiennes en russie ( suite ) . — les drames de l' AFRIQUE australe ( suite ) . — assassinat de mlle tinné par les touarogs . 	1884-1
8	e26	LOCATION	Jacques	tinné par les touarogs . — les robinsons marseillais ( suite ) : paresse de JACQUES débarquement des charrettes : vins ot victuailles ; à table ; la croix du 	1884-1
9	e28	LOCATION	Chronique	. — , voyages et découvertes dans les régions polaires ( suite ) . — CHRONIQUE des voyages ot de la géographie . illustrations . — chasse aux singes dans 	1884-1
10	e29	LOCATION	Chasse	suite ) . — chronique des voyages ot de la géographie . illustrations . — CHASSE aux singes dans la basse-cochinchine : alora commence une scène indescriptible , chaque singe 	1884-1
11	e30	LOCATION	Basse-Cochinchine	des voyages ot de la géographie . illustrations . — chasse aux singes dans la BASSE-COCHINCHINE : alora commence une scène indescriptible , chaque singe ... — les drames de 	1884-1
12	e31	LOCATION	Alora	ot de la géographie . illustrations . — chasse aux singes dans la basse-cochinchine : ALORA commence une scène indescriptible , chaque singe ... — les drames de l' afrique 	1884-1
13	e32	LOCATION	Afrique	: alora commence une scène indescriptible , chaque singe ... — les drames de l' AFRIQUE australe : assez de potage à l' eau de feu , s' écria james 	1884-1
14	e34	LOCATION	Mlle	de potage à l' eau de feu , s' écria james willis — assassinat do MLLE tinné par les touaregs ; mlle tinné s' affaissa sur le sol . — 	1884-1
15	e34	LOCATION	Mlle	de potage à l' eau de feu , s' écria james willis — assassinat do MLLE tinné par les touaregs ; mlle tinné s' affaissa sur le sol . — potage à l' eau de feu , s' écria james willis — assassinat do mlle TINNÉ par les touaregs ; mlle tinné s' affaissa sur le sol . — les 	1884-1
16	e36	LOCATION	Joannès	marseillais : nos marchandises de bouche sont bien à l' abri maintenant ! dit joyeusement JOANNÈS . chasse aux singes , dans la basse-coechinchine . — alors commence une scène 	1884-1
17	e37	LOCATION	Basse-Coechinchine	à l' abri maintenant ! dit joyeusement joannès . chasse aux singes , dans la BASSE-COECHINCHINE . — alors commence une scène indescriptible , chaque singe ... p. 2 , 	1884-1
18	e38	LOCATION	Indo-Chine	. les singes et les babouins sont sans contredit les plus nombreux mammifères de l' INDO-CHINE , les animaux de nature lmitative et grotesque se multiplient à mesure que l' 	1884-1
19	e39	LOCATION	Malacca	approche de l' équateur . en effet , c' est dans la presqu' île de MALACCA que l' on rencontre les gibbons à longs bras et , plus' au sud 	1884-1
20	e40	LOCATION	Bornéo	que l' on rencontre les gibbons à longs bras et , plus' au sud , BORNÉO a été surnommé à juste titre par richard wallace « la patrie de l' 	1884-1
21	e43	LOCATION	Cochinchine	debout . a ces caractères dietinctifs on reconnaît les doues , qui dominent dans la COCHINCHINE . ils participent du singe , du babouin et de la guenon le nombre 	1884-1
22	e45	LOCATION	Banian	annamites et bordent les arroyos : le mangoustanier , le manguier , le figuier de BANIAN , le jaquier , le pommier d' acajou , le goyavier , le bananier 	1884-1
23	e46	LOCATION	Cochinchine	le myte qui montre les fruits les plus gros . les ananas abondent aussi en COCHINCHINE . mais nos singes doues quand ils sont bien repus se divertissent de préférence 	1884-1
24	e48	LOCATION	Chantaboun	singes . henri mouhot à vu un grand nombre de crocodiles dans la rivière de CHANTABOUN , qui se jette dans le golfe de siam , et il s' est 	1884-1
25	e49	LOCATION	Siam	de crocodiles dans la rivière de chantaboun , qui se jette dans le golfe de SIAM , et il s' est fort diverti de la manière dont ces amphibiës attrapent 	1884-1
26	e51	LOCATION	Louise	_ rquge aventures de deux petites parisiennes en russie ¹ xii on sait maintenant pourquoi LOUISE et marie n' avaient plus entendu parler de leur mère depuis qu' elle les 	1884-1
27	e52	LOCATION	Marie	aventures de deux petites parisiennes en russie ¹ xii on sait maintenant pourquoi louise et MARIE n' avaient plus entendu parler de leur mère depuis qu' elle les avait quittées 	1884-1
28	e53	LOCATION	Wirballen	n' avaient plus entendu parler de leur mère depuis qu' elle les avait quittées à WIRBALLEN , les yeux pleins de larmes , mais avec des consolantes paroles et en 	1884-1
29	e54	LOCATION	Dunabourg	. on comprend aussi que les recherches des jeunes filles lors de leur passage à DUNABOURG eussent été si peu décisives . le lieutenant gabriloff croyait tenir une indication utile 	1884-1
30	e55	LOCATION	Parisiennes	. le lieutenant gabriloff croyait tenir une indication utile lorsqu' il vînt dire aux petites PARISIENNES que justement vers le temps indiqué une dame étrangère arrivée à dunabourg avait pris 	1884-1
31	e56	LOCATION	Dunabourg	dire aux petites parisiennes que justement vers le temps indiqué une dame étrangère arrivée à DUNABOURG avait pris le chemin de braslow . c' était là une coïncidence toute fortuite 	1884-1
32	e57	LOCATION	Braslow	vers le temps indiqué une dame étrangère arrivée à dunabourg avait pris le chemin de BRASLOW . c' était là une coïncidence toute fortuite , et lettre de marie , 	1884-1
33	e58	LOCATION	Marie	chemin de braslow . c' était là une coïncidence toute fortuite , et lettre de MARIE , envoyée à braslow , n' avait pu trouver la destinataire . et cependant 	1884-1
34	e59	LOCATION	Braslow	c' était là une coïncidence toute fortuite , et lettre de marie , envoyée à BRASLOW , n' avait pu trouver la destinataire . et cependant sur ce vague , 	1884-1
35	e60	LOCATION	Marie	avait pu trouver la destinataire . et cependant sur ce vague , renseignement obtenu , MARIE allait laisser louise au château de margrawen . son inquiétude croissait d' heure en 	1884-1
36	e61	LOCATION	Louise	la destinataire . et cependant sur ce vague , renseignement obtenu , marie allait laisser LOUISE au château de margrawen . son inquiétude croissait d' heure en heure . les 	1884-1
37	e62	LOCATION	Va	plus retenir sa sœur . i. voir les n ° 328 à 338 . — VA , lui disait elle , pars ; n' attend pas davantage . tu cours 	1884-1
38	e63	LOCATION	Paris	. comme le temps me semblera long ! pourquoi , chère sœur , avons-nous quitté PARIS ! — puisque notre mère le voulait ! ... pour noire bonheur ! ce 	1884-1
39	e67	LOCATION	Wilhelmine	régiment ; elle risquait les mots d' aventurières , d' intrigantes , et la comtesse WILHELMINE la laissait dire . marie devina cette malveillance — ou plutôt elle la lut 	1884-1
40	e68	LOCATION	Gabriloff	le visage de ses protectrices , elle tint compte aussi du départ prochain du lieutenant GABRILOFF , et enfin elle se sépara de louise . elle partit pour riga , 	1884-1
41	e69	LOCATION	Riga	du lieutenant gabriloff , et enfin elle se sépara de louise . elle partit pour RIGA , profitant d' une rare occasion deux ouvriers de cette ville , charpentiers et 	1884-1
42	e70	LOCATION	Marie	à son poste . le lendemain la télègue atteignit et dépassa la tarentasse qui emportait MARIE loin de sa sœur . loin de sa soeur ... loin de la pauvre 	1884-1
43	e71	LOCATION	Màrfa	moindre faute , et louise s' attendait à être frappée . la vieille et sèche MÀRFA , domestique dans la famille depuis ses jeunes années , se donna le détestable 	1884-1
44	e72	LOCATION	Agafia	donna le détestable plaisir de raconter à la pauvre enfant comment était morte la serve AGAFIA qu' elle remplaçait dans ses fonctions auprès de mademoiselle , et que mademoiselle avait 	1884-1
45	e73	LOCATION	Augusta	d' amitié pour moi , ma mère , vous n' en ferez rien , dit AUGUSTA . elle parlait avec tant de véhémence que la comtesse se demanda quel sujet 	1884-1
46	e74	LOCATION	Augusta	elle était jalouse ... jalouse ? eh ! oui , la comtesse devinait juste . AUGUSTA , humiliée de quelques reproches de son cousin et fiancé sur la vivacité de 	1884-1
47	e75	LOCATION	Allemande	butte à une véritable persécution et qu' elle avait tout à craindre de cette rude ALLEMANDE transplantée sur la terre des boyards , et dont les yeux bleus , vagues 	1884-1
48	e76	LOCATION	Augusta	flatta de la faire revenir à d' autres idées . ce fut en vain : AUGUSTA déclara que louise demeurerait dans sa chambre jusqu' à ce que sa sœur vint 	1884-1
49	e77	LOCATION	Augusta	reçut l' ordre de ne pas se montrer dans le château . le surlendemain , AUGUSTA vint trouver dans sa chambre la comtesse wilhelmine , au moment où elle s' 	1884-1
50	e78	LOCATION	Wilhelmine	dans le château . le surlendemain , augusta vint trouver dans sa chambre la comtesse WILHELMINE , au moment où elle s' habillait . la jeune fille avait un air 	1884-1
51	e80	LOCATION	Pas	innocente louise , la chaste et intéressante louise est allée rejoindre le lieutenant ... — PAS possible ! — chambre vide ... hardes enlevées ... plus d' oiseau blond dans 	1884-1
52	e83	LOCATION	Paris	alexis n' y est pour rien , je l' affirmerais ! — ces demoiselles de PARIS ! — vous avez accusé trop tôt le brave garçon . — cette douceur 	1884-1
53	e84	LOCATION	Augusta	la comtesse paraissait ravie du babil de sa fille . le' soleil se montra et AUGUSTA fit la remarque que ' c' était un bien beau temps pour courir librement 	1884-1
54	e86	LOCATION	Ruse	. — après le coup de feu . — il fout en finir . — RUSE de guerre . — la proié et l' ombre . — les travaux des 	1884-1
55	e87	LOCATION	Manœuvre	— les travaux des issiégés . « sous le feu de l' ennemi . — MANŒUVRE périlleuse . « succès complet . — en bateau . --précipitation . — appareillage 	1884-1
56	e88	LOCATION	Appareillage	— manœuvre périlleuse . « succès complet . — en bateau . --précipitation . — APPAREILLAGE . sur le zambèze . — le cafre en reconnaissance . — la piste 	1884-1
57	e89	LOCATION	Zambèze	« succès complet . — en bateau . --précipitation . — appareillage . sur le ZAMBÈZE . — le cafre en reconnaissance . — la piste à travers bois . 	1884-1
58	e90	LOCATION	Empreintes	travers bois . — au milieu de la clairière . » foyer éteint . — EMPREINTES . — course furieuse . — imprudence . qu' il appartienne au monde des 	1884-1
59	e91	LOCATION	Course	— au milieu de la clairière . » foyer éteint . — empreintes . — COURSE furieuse . — imprudence . qu' il appartienne au monde des sciences , des 	1884-1
60	e92	LOCATION	Imprudence	la clairière . » foyer éteint . — empreintes . — course furieuse . — IMPRUDENCE . qu' il appartienne au monde des sciences , des arts ou de l' 	1884-1
61	e93	LOCATION	Afrique	ils soient , ne peuvent végéter dans la banalité de notre les drames de l' AFRIQUE australe . — assez de potage à l' eau de feu ! s' écria 	1884-1
62	e96	LOCATION	Là-bas	rois de l' espace . là-bas ils trouveront de l' amour , du nouveau , LÀ-BAS un beau soleil chauffera leur caresse et fera resplendir les fleurs de leur cerveau 	1884-1
63	e98	LOCATION	Afrique	diamants . eux aussi ont subi cette irrésistible impulsion . ils sont venus dans l' AFRIQUE australe , sans se concerter en aucune façon , et se sont rencontrés , 	1884-1
64	e100	LOCATION	Alexandre	au zambèze . une idée originale traverse en ce moment l' esprit toujours inventif d' ALEXANDRE . aviser dans un coin une défroque sordide , composée d' une mauvaise vareuse 	1884-1
65	e101	LOCATION	Albert	ferait un excellent effet au milieu d' un verger pour effaroucher les moineaux ? demanda ALBERT intrigué . « les gredins qui en veulent à notre peau ne me semblent 	1884-1
66	e102	LOCATION	Aussi	ne me semblent pas d' humeur à s' effrayer devant une pareille exhibition . — AUSSI , n' est-ce point là ce que je demande à mon bonhomme , répondit 	1884-1
67	e103	LOCATION	Alexandre	aussi , n' est-ce point là ce que je demande à mon bonhomme , répondit ALEXANDRE en riant silencieusement . laisse-moi faire , tu verras que mon idée n' est 	1884-1
68	e104	LOCATION	Bravo	parfaitement . — c' estmon mannequin qui sera chargé de cette opération stratégique . — BRAVO ! et à l' œuvre ; j' ai compris . « joseph , tu 	1884-1
69	e107	LOCATION	Alexandre	? — quand vous voudrez , monsieur albert . — attendez un moment ; continua ALEXANDRE . je vais présenter au bout d' une perche mon bonhomme à l' ouverture 	1884-1
70	e108	LOCATION	Bushman	. c' est plus de temps qu' il ne nous en faut . - « BUSHMAN , tu as encore ton arc et. tes flèches ? — oui , chef 	1884-1
71	e117	LOCATION	Albert	nous falloir évider deux planches enlevées aux ridelles . — que de lenteurs ! soupira ALBERT en songeant à la perte de temps qu' allait entraîner la confection de ces 	1884-1
72	e119	LOCATION	Boit	volonté est , cettefois , impuissante . je sens que je deviendrais fou . — BOIT , répondit tristement alexandre . partons et puissions-nous n' avoir pas. à nous repentir 	1884-1
73	e124	LOCATION	Zouga	courbature de leurs membres , quelque robustes qu' ils fussent . pendant ce temps , ZOUGA et le bushman , l' œil collé à des fissures produites par les alternatives 	1884-1
74	e125	LOCATION	Bushman	membres , quelque robustes qu' ils fussent . pendant ce temps , zouga et le BUSHMAN , l' œil collé à des fissures produites par les alternatives de soleil et 	1884-1
75	e127	LOCATION	Cafre	heure . les trois français , sentant toute l' importance de cette reconnaissance que le CAFRE était entre tous plus apte à opérer , avaient conservé pendant ce temps une 	1884-1
76	e128	LOCATION	Venez	des bons jours dilatait sa large bouche d' une oreille à l' autre . — VENEZ , dit-il.sans laisser au jeune homme impatient le temps de l' interroger . — 	1884-1
77	e129	LOCATION	Venez	temps de l' interroger . — qu' y-a-il ? qu' as-tu vu ? j — VENEZ ... tous , reprit l' africain de sa voix gutturale . donner quelques vigoureux 	1884-1
78	e130	LOCATION	Albert	un moment . en dépit de la sueur qui ruisselait encore sur leurs membres , ALBERT , alexandre et joseph s' élancèrent au milieu des herbes bardant la berge , 	1884-1
79	e133	LOCATION	Bushman	sans même paraitre se douler des dangers pouvant resulter de cette brusque immersion . le BUSHMAN les : suivit . ils prirent pied presque aussitôt et s' a-vancèrent en file 	1884-1
80	e134	LOCATION	Zouga	. ils prirent pied presque aussitôt et s' a-vancèrent en file indienne , précédés par ZOUGA qui se glissa à travers un épais entrelacement de graminées géantes , succédant bientôt 	1884-1
81	e137	LOCATION	Flatters	par les touaregs les touaregs qui ont massacré le personnel de la mission du colonel FLATTERS , aveuglés par leur fanatisme religieux et stimulés par leur , amour du pillage 	1884-1
82	e139	LOCATION	Gondokoro	cette voyageuse hollandaise , mlle tinné , qui après avoir remonté le nil jusqu' à GONDOKORO avait formé le projet d' aller visiter la région peu connue située au sud 	1884-1
83	e140	LOCATION	Tripoli	projet d' aller visiter la région peu connue située au sud de la régence de TRIPOLI , lefezzanet mourzouk sa capitale , ensuite ghât , se proposant de pousser plus 	1884-1
84	e141	LOCATION	Mourzouk	visiter la région peu connue située au sud de la régence de tripoli , lefezzanet MOURZOUK sa capitale , ensuite ghât , se proposant de pousser plus loin à travers 	1884-1
85	e142	LOCATION	Ghât	située au sud de la régence de tripoli , lefezzanet mourzouk sa capitale , ensuite GHÂT , se proposant de pousser plus loin à travers le sahara jusqu' au lac 	1884-1
86	e143	LOCATION	Sahara	sa capitale , ensuite ghât , se proposant de pousser plus loin à travers le SAHARA jusqu' au lac tchâd et à kano , — si c' était possible . 	1884-1
87	e144	LOCATION	Kano	proposant de pousser plus loin à travers le sahara jusqu' au lac tchâd et à KANO , — si c' était possible . la voyageuse se trouvait à mourzouk au 	1884-1
88	e145	LOCATION	Mourzouk	et à kano , — si c' était possible . la voyageuse se trouvait à MOURZOUK au commencement d' avril 1869 . c' était une demoiselle appartenant à une très 	1884-1
89	e147	LOCATION	Pays-Bas	d' avril 1869 . c' était une demoiselle appartenant à une très honorable famille des PAYS-BAS . grande et svelte , blonde et pâle , l' expression de son visage 	1884-1
90	e148	LOCATION	Nubie	caractère . elle avait trente-cinq ans . au cours de son excursion dans la haute NUBIE , mlle tinné avait perdu sa mère , qui l' accompagnait depuis plusieurs années 	1884-1
91	e150	LOCATION	Afrique	avait perdu sa mère , qui l' accompagnait depuis plusieurs années dans ses excursions en AFRIQUE . la domesticité de mlle tinné se composait en ce moment de deux matelots 	1884-1
92	e154	LOCATION	Rosa	nègres , de cinq femmes : l' égyptienne habiba , les deux algériennes bêja et ROSA , une vieille négresse qui depuis des années remplissait l' office de camériste , 	1884-1
93	e155	LOCATION	Yasmina	, une vieille négresse qui depuis des années remplissait l' office de camériste , et YASMINA , jeune fille de la tribu des niams-niams , que mlle tinné avait en 	1884-1
94	e158	LOCATION	Abd-erllhaman	assassins de sa maîtresse ) , le fils de l' ancien secrétaire du conseil , ABD-ERLLHAMAN , et un spahi en permission , du nom de ramadhan . cela constituait 	1884-1
95	e159	LOCATION	Ramadhan	secrétaire du conseil , abd-erllhaman , et un spahi en permission , du nom de RAMADHAN . cela constituait déjà une escorte respectable , si elle eût été fidèle . 	1884-1
96	e161	LOCATION	Mourzouk	, que pour voir du pays sans bourse délier . l' intrépide voyageuse quitta enfin MOURZOUK , ville aujourd' hui soumise aux turcs comme le reste du fez : : 	1884-1
97	e163	LOCATION	Gharbi	hui soumise aux turcs comme le reste du fez : : an . au val GHARBI , elle se rencontra avec un chef touareg , ikhenoukhen , sur la protection 	1884-1
98	e164	LOCATION	Touareg	fez : : an . au val gharbi , elle se rencontra avec un chef TOUAREG , ikhenoukhen , sur la protection de qui elle comptait . ce dernier , 	1884-1
99	e165	LOCATION	Ikhenoukhen	: an . au val gharbi , elle se rencontra avec un chef touareg , IKHENOUKHEN , sur la protection de qui elle comptait . ce dernier , obligé , 	1884-1
100	e166	LOCATION	Ghât	de qui elle comptait . ce dernier , obligé , dit-il , de retourner à GHÂT plus tôt qu' il ne l' avait cru , quitla tout à coup sa 	1884-1
101	e169	LOCATION	Ikhenoukhen	ces entrefaites , mlle tinné reçut la visite de huit touaregs de la suite d' IKHENOUKHEN , qui venaient se mettre à ses ordres pour l' accompagner . la voyageuse 	1884-1
102	e170	LOCATION	Ghât	à travers d' arides solitudes entremêlées de quelques petits vallons fertiles , du côté de GHÂT . les touaregs avaientreçu de mlle tinné des provisions , des étoffes et de 	1884-1
103	e172	LOCATION	Mourzouk	mlle tinné des provisions , des étoffes et de l' argent . ils sortirent de MOURZOUK en même temps que la caravane ; mais ils cheminèrent en se tenant à 	1884-1
104	e174	LOCATION	Autriche	burnous rouge et cinquante talaris ( le talari est une monnaie d' argent frappée en AUTRICHE et qui vaut un peu plus de cinq francs ) . . mlle tinné 	1884-1
105	e176	LOCATION	Ikhenoukhên	voulait rien donner et qu' elle ferait ' ses cadeaux à tous en arrivant chez IKHENOUKHÊN . il lui fallut cependant faire quelques dons à celui de ces touaregs qui 	1884-1
106	e178	LOCATION	Mourzouk	mlle tinné , commençant alors à s' effrayer , eut le dessein de retotirner à MOURZOUK ; mais mohammed el kébir lui persuada de ne point rebrousser chemin . on 	1884-1
107	e183	LOCATION	Nachtigal	partie des chameaux se trouvaient chargés . les touaregs , selon la version du docteur NACHTIGAL , appuyés sur leurs lances un peu à l' écart , et le visage 	1884-1
108	e185	LOCATION	Ikhenoukhen	en venir aux mains quand tout à coup , un des touaregs , lepropreneveu d' IKHENOUKHEN , se précipita la lance levée entre les disputeurs , et transperça le jeune 	1884-1
109	e188	LOCATION	Tripoli	sa lance . la déposition du jeune soudanien fourré , par-devant le tribunal criminel de TRIPOLI , concorde sur les points essentiels avec ce qui précède . le soudanien fui 	1884-1
110	e193	LOCATION	Nachtigal	serviteurs qui se faisaient les complices de ses assassins . rendons la parole au docteur NACHTIGAL : « ce fut , dit-il , un arabequi , lepremier , leva la 	1884-1
111	e194	LOCATION	Otman	, lepremier , leva la main sur la malheureuse femme sans défense : un certain OTMAN , de la tribu des bou sef , qui à l' heure où j' 	1884-1
112	e200	LOCATION	Afrique	partout , sur la route qu' elle devait suivre pour atteindre le cœur de l' AFRIQUE , des trésors que portait avec elle cette « fille de roi , » 	1884-1
113	e201	LOCATION	Croyaient	les huit touaregs qui étaient venus offrir d' escorter la voyageusé . ces bandits se CROYAIENT sûrs de l' impunité . ils ne se trompaient pas . quant aux chameliers 	1884-1
114	e204	LOCATION	Abd-er-Rhaman	gémissant encore faiblement , elle fut dépouillée de ses vêtements à l' instigation du même ABD-ER-RHAMAN . les touaregs emmenèrent yasmina , la jeune niam-niam , et laissèrent quelques chameaux 	1884-1
115	e205	LOCATION	Yasmina	fut dépouillée de ses vêtements à l' instigation du même abd-er-rhaman . les touaregs emmenèrent YASMINA , la jeune niam-niam , et laissèrent quelques chameaux aux autres domestiques , au 	1884-1
116	e206	LOCATION	Niam-Niam	vêtements à l' instigation du même abd-er-rhaman . les touaregs emmenèrent yasmina , la jeune NIAM-NIAM , et laissèrent quelques chameaux aux autres domestiques , au nombre de vingt et 	1884-1
117	e207	LOCATION	Mourzouk	abandonné sur le terrain des bagages de la pauvre voyageuse hollandaise . aux portes de MOURZOUK , le soudanien fourré informa le mudir de cette dernière circonstance et toute la 	1884-1
118	e208	LOCATION	Tripoli	trouvés sur les domestiques étaient maculés de sang . le dramatique événement fut annoncé à TRIPOLI par les autorités de la ville , qui mirent aussi le séquestre sur les 	1884-1
119	e211	LOCATION	Mourzouk	le pays est à la merci des forbans du désert . a quelques lieues de MOURZOUK des bandes viennent dérober des troupeaux entiers de chameaux . on ne peut songer 	1884-1
120	e212	LOCATION	Mourzouk	pillards , encore moins à aller les chercher chez eux ! « la garnison de MOURZOUK , qui nominalement , dit le voyageur qui nous sert d' autorité , est 	1884-1
121	e213	LOCATION	Turcs	nominalement , dit le voyageur qui nous sert d' autorité , est de cinq cents TURCS , ne se compose en fait que de trois cents fezzanaip domiciliés dans la 	1884-1
122	e215	LOCATION	Fezzan	a pu tomber dans un guet-apens en quelque sorte aux portes de la capitale du FEZZAN . depuis cette catastrophe un explorateur bavarois , le docteur bary , a eu 	1884-1
123	e219	LOCATION	Ghât	ont assassiné la pauvre mlleaiexina tinné . le docteur bary rencontra à l' oasis de GHÂT , au sol tourmenté , le principal auteur du crime , et qui né 	1884-1
124	e220	LOCATION	Touareg	ses services comme guidé . ils furent refusés avec un empressement justifié . alors le TOUAREG menaça : 1 — quand tu seras sorti de ghât , s' écria t-il 	1884-1
