ENT_ID	TYPE	TERM	KWIC
e2	"LOCATION"	"BnF"	"conditions de reutilisation . 4 / gallica constitue une base de donnees , dont la BNF est producteur , protegee au sens des articles l341-1 et suivants du code la "
e3	"LOCATION"	"Lutilisateur"	"verifier la conformite de son projet avec le droit de ce pays . e / LUTILISATEUR sengage a respecter les presentes conditions dutilisation ainsi que la legislation en vigueur , "
e15	"LOCATION"	"Paris"	"seise , 8 fr. - departesekts , io fr.- uniok postal ? , 12 fr. PARIS , 12 , rue saint-joseph programme du quinzieme -concours photographique . — fern and "
e16	"LOCATION"	"Saint-Joseph"	"departesekts , io fr.- uniok postal ? , 12 fr. paris , 12 , rue SAINT-JOSEPH programme du quinzieme -concours photographique . — fern and lafargue : la fille des "
e20	"LOCATION"	"Sardaigne"	". — daniel arnaud : nassr ed denfer . — e. neukomm : voyage en SARDAIGNE . — h. leturque : le jo . sommaire — 7 + grand serpent "
e21	"LOCATION"	"Danemark"	"7 + grand serpent . — d. lacroix : aux pays des timbres : en DANEMARK . — m. de mathuisieulx : les evades du mexique . — omnes : "
e22	"LOCATION"	"Mexique"	"pays des timbres : en danemark . — m. de mathuisieulx : les evades du MEXIQUE . — omnes : les din au bazar . — capitaine trivier : souvenirs "
e25	"LOCATION"	"CAPITAINE"	": les evades du mexique . — omnes : les din au bazar . — CAPITAINE trivier : souvenirs dun missionnaire 9 couleurs nationales de la france . — recreations "
e26	"LOCATION"	"France"	"au bazar . — capitaine trivier : souvenirs dun missionnaire 9 couleurs nationales de la FRANCE . — recreations gogjraphiques anglais . — l. boussenard : sans-le-sou . — a. "
e27	"LOCATION"	"Sans-le-Sou"	"couleurs nationales de la france . — recreations gogjraphiques anglais . — l. boussenard : SANS-LE-SOU . — a. pilgrim : le mont et historiques . — gustave regelsperger ; "
e32	"LOCATION"	"Saint-Josepb"	"dans lordre ol-dessus emimere . les fepreuves devront . fttre envoyies , 12 , rue SAINT-JOSEPB , & paris , au direc- teur du journal des voyages , le 30 "
e33	"LOCATION"	"Paris"	"emimere . les fepreuves devront . fttre envoyies , 12 , rue saint-josepb , & PARIS , au direc- teur du journal des voyages , le 30 juin au plus "
e34	"LOCATION"	"Direc-"	"fepreuves devront . fttre envoyies , 12 , rue saint-josepb , & paris , au DIREC- teur du journal des voyages , le 30 juin au plus tard , et "
e36	"LOCATION"	"OGnA"	"concours ( septemfrre ) : statu dhowiu ciliens bans la mafttns , 1a c < OGNA . > ww od exploration . dixstpu & me goneoun ( d4ombre ) : "
