ENT_ID	TYPE	TERM	KWIC
e1	"LOCATION"	"Chaperon"	"             sommaire riiiii.ipo CHAPERON . - lea acentures d' une ctnifri' e. gustavo rogelsperger . — notre pathib "
e5	"LOCATION"	"Un"	"rogelsperger . — notre pathib . — > s ftouchcs-da-rhdnc bernard d' attanoux . - UN jour de marcm a a ma roc . louis boussenard . - lea titrangleurs "
e10	"LOCATION"	"Stipplices"	"bengale , jacques rude . — un posts africain . paul d' estree . — STIPPLICES cor dens , edmond neukomm . - le paradis de tuirouilles . frdddric dillaye "
e13	"LOCATION"	"L'"	"dens , edmond neukomm . - le paradis de tuirouilles . frdddric dillaye . — L' univers par la photo graphic . — le canal de vest , henry leturque "
e13	"LOCATION"	"L'"	"dens , edmond neukomm . - le paradis de tuirouilles . frdddric dillaye . — L' univers par la photo graphic . — le canal de vest , henry leturque , edmond neukomm . - le paradis de tuirouilles . frdddric dillaye . — l' UNIVERS par la photo graphic . — le canal de vest , henry leturque . "
e15	"LOCATION"	"L'"	"par la photo graphic . — le canal de vest , henry leturque . — L' fioade de la katorga . desire laoroix . — aiuo pays dee timbres . "
e16	"LOCATION"	"Katorga"	". — le canal de vest , henry leturque . — l' fioade de la KATORGA . desire laoroix . — aiuo pays dee timbres . — en italie , "
e18	"LOCATION"	"Aiuo"	", henry leturque . — l' fioade de la katorga . desire laoroix . — AIUO pays dee timbres . — en italie , edmond neukomm . - recreations gtogra- "
e19	"LOCATION"	"Italie"	"de la katorga . desire laoroix . — aiuo pays dee timbres . — en ITALIE , edmond neukomm . - recreations gtogra- piiqucs et historiquea , fr < sdfric "
e21	"LOCATION"	"Recreations"	". — aiuo pays dee timbres . — en italie , edmond neukomm . - RECREATIONS gtogra- piiqucs et historiquea , fr < sdfric dillaye . -programmeduxxvcon- cours photographique . "
e26	"LOCATION"	"Laeken"	"a quelques semaines , que vous aviez renciontre uu jour , dans le pare de LAEKEN , unc jeune femme qui avait ete attache autrefois k la maison de la "
e27	"LOCATION"	"KfFecti"	". oui .. , oui ... e' est celal lu nom me reviout maintenantl — KFFECTI venient , monsieur le marquis i l. k " | u-o.luelion uuiorlaee pour les "
e28	"LOCATION"	"Precaire"	"a unan , sous mme de tourzel . — quelle est sa situation prsente — PRECAIRE , j' ai tout lieu de le sup- poser . le jour oft je "
e29	"LOCATION"	"Laqueuille"	". ii y eut un moment de silence ; ce " fut le marquis de LAQUEUILLE quile rompit en demandant : a est-ce que vous savez son adresse le chevalier "
e31	"LOCATION"	"Sainte-Gudule"	"qu' elle m' avait dit habiter dans une assez mechante hdtellerie , aux environs de SAINTE-GUDULE ... — alors , vous pourriez retrouver cette personne — je tessaierai . — "
e34	"LOCATION"	"Tameniezici"	"chevalier , il faut que vous me la retrouviez dhs aujourd' hui et que vous TAMENIEZICI avant quatre heures l ... vous avez compris ctait un ordre : le chevalier "
e35	"LOCATION"	"Laqueuille"	"le chevalier de la jardie s' inclina et sortit , tandis que le marquis de LAQUEUILLE se remettait k paroourirle courrier qui lui etait venu de coblentz . si simple "
e36	"LOCATION"	"Coblentz"	"que le marquis de laqueuille se remettait k paroourirle courrier qui lui etait venu de COBLENTZ . si simple quefftt en apparence la mis ¬ sion dont ' le ministre "
e37	"LOCATION"	"Bruxelles"	"quefftt en apparence la mis ¬ sion dont ' le ministre des princes , k BRUXELLES , venait de charger m. de la : jardie , cclle-ci n' dtait pasdes "
e38	"LOCATION"	"Jardie"	"le ministre des princes , k bruxelles , venait de charger m. de la : JARDIE , cclle-ci n' dtait pasdes plus aisles stremplir , etant donne tencombrement | tout "
e39	"LOCATION"	"Tinvasion"	"tard , k quatre-vingta ans de distance , sous le coup des terreurs nees de TINVASION et de la guerre civile , — la capitale du pays de flandre , "
e40	"LOCATION"	"Flandre"	"nees de tinvasion et de la guerre civile , — la capitale du pays de FLANDRE , alors sous la domination de rarchiduchesse marie-christine , gouver- nante des pays-bas autrichiens "
e42	"LOCATION"	"Pays-Bas"	"pays de flandre , alors sous la domination de rarchiduchesse marie-christine , gouver- nante des PAYS-BAS autrichiens , tait devenue le refuge de toutes les dcon- venues , de toutes "
e43	"LOCATION"	"Versailles"	"hobereaux deposs £ des , traitants ruins par labaisse des fonds publics , familiers de VERSAILLES indigngs de voir ilouis xvi aux tuileries , gardes du corps inconso- lables d' "
e44	"LOCATION"	"Sa"	"xvi aux tuileries , gardes du corps inconso- lables d' avoir ete supplants aupres de SA majesty tres chrtienne par les grenadiers de m. de la fayette , belles dames "
e44	"LOCATION"	"Sa"	"xvi aux tuileries , gardes du corps inconso- lables d' avoir ete supplants aupres de SA majesty tres chrtienne par les grenadiers de m. de la fayette , belles dames aux tuileries , gardes du corps inconso- lables d' avoir ete supplants aupres de sa MAJESTY tres chrtienne par les grenadiers de m. de la fayette , belles dames de "
e45	"LOCATION"	"Bruxelles"	"etde la declaration des droits de l' homme , £ tait venue s' abattre sur BRUXELLES afln i de laisser passer la tourmente , esperant retrouver peut-etre sous les ombrages "
e46	"LOCATION"	"Laeken"	"afln i de laisser passer la tourmente , esperant retrouver peut-etre sous les ombrages de LAEKEN un ressouvenir des hautes futaies de versailles , certaine , du moins , de "
e47	"LOCATION"	"Versailles"	", esperant retrouver peut-etre sous les ombrages de laeken un ressouvenir des hautes futaies de VERSAILLES , certaine , du moins , de se sentir k l' abri derrtere les "
e48	"LOCATION"	"France"	"dela r- gente , — propre sceur de celle quon n' ap- pelait plus en FRANCE que l' autri- chienne . si beaucoup de families d' emigres avaient gagne la "
e49	"LOCATION"	"Autri-"	", — propre sceur de celle quon n' ap- pelait plus en france que l' AUTRI- chienne . si beaucoup de families d' emigres avaient gagne la suisse , tangleterre "
e50	"LOCATION"	"Suisse"	"france que l' autri- chienne . si beaucoup de families d' emigres avaient gagne la SUISSE , tangleterre , si une foule de gentilshommes etaient alles k coblentz mettre leur "
e51	"LOCATION"	"TAngleterre"	"l' autri- chienne . si beaucoup de families d' emigres avaient gagne la suisse , TANGLETERRE , si une foule de gentilshommes etaient alles k coblentz mettre leur ep £ "
e53	"LOCATION"	"Provence"	"etaient alles k coblentz mettre leur ep £ e au service de monsieur , comtede PROVENCE , et de son fr & re , le comte d' artois , — "
e54	"LOCATION"	"Artois"	"monsieur , comtede provence , et de son fr & re , le comte d' ARTOIS , — seuls person- nages en qui la royaute s' incarndt k leurs yeux "
e55	"LOCATION"	"Belgique"	"k leurs yeux dsormais , — un tres grand nombre aussi s' dtaient rfugis en BELGIQUE dont le s £ jour leur apparaissait plus agrgable , et surtout plus rapproch "
e56	"LOCATION"	"Paris"	"s £ jour leur apparaissait plus agrgable , et surtout plus rapproch £ de ce PARIS d- serte oisi une bonne chaise , attelge en poste , pouvait les ramener "
e58	"LOCATION"	"Gouvernante"	"pas de laisser un peu de leur or sur cette terre hospitalise , et la GOUVERNANTE n' ayant pu mieux faire , de son cdte , que d' ouvrir toutes "
e60	"LOCATION"	"Bastille"	"des tuileries devenu pour louis xvi et son entourage une geele pire que l' ancienne BASTILLE . les nouvelles de paris , lues dans les gazettes ou apposes k bruxelles "
e61	"LOCATION"	"Paris"	"xvi et son entourage une geele pire que l' ancienne bastille . les nouvelles de PARIS , lues dans les gazettes ou apposes k bruxelles par des corres- pondances particulidres "
e62	"LOCATION"	"Bruxelles"	"ancienne bastille . les nouvelles de paris , lues dans les gazettes ou apposes k BRUXELLES par des corres- pondances particulidres , sur la situation aflfreu8e oil le roi et "
e63	"LOCATION"	"Dauphin"	"surveilie par les officiers de prde et que mme de tourzel ainsi que m. ic DAUPHIN avaient une sentinelle k lour porte ; des femmes avaient pleure & [ a "
e66	"LOCATION"	"Paris"	"aupr £ s de ses fr & res , pour les supplier de revenir a PARIS et de renoncer , dans l' inter £ t meme de la monarch ie "
e67	"LOCATION"	"France"	". enfin , le decret rendu contre les emigres , sommant ceux- ci de rentreren FRANCE avant lelr jan ¬ vier l792 sous peine de confiscation de ieurs biens et "
e68	"LOCATION"	"Jan"	"le decret rendu contre les emigres , sommant ceux- ci de rentreren france avant lelr JAN ¬ vier l792 sous peine de confiscation de ieurs biens et de mort , "
e69	"LOCATION"	"Djk"	"decourte duree , en unexil dont ll devenait impossible de pre voir le terme . DJK , d' ailleurs , devant la prolongation d' une situation que les evenements sur- "
e70	"LOCATION"	"France"	"d' ailleurs , devant la prolongation d' une situation que les evenements sur- venus en FRANCE rendaient de jour en jour plus critique , la belle compassion que ton avait "
e72	"LOCATION"	"Ath"	"trouvaient moins fortunes en avaient ee quittes pour aller se faire iuscrire au cantonnement d' ATH , oh le comte de la ch & tre engageait des voion- taires , "
e73	"LOCATION"	"Bruxelles"	"ancien familier de tria-non , qui regagnait son logis situ £ dans un faubourg de BRUXELLES , avait ete stu- pefie de reconnaltre une jeune femme , rencontre jadis aux "
e74	"LOCATION"	"Bruxelles"	"qu' il devait toe assez malaise au chevalier de la jardie deretrouver , k travers BRUXELLES , une jeune femme k peine connue et dont il ne savait qu' im- "
e75	"LOCATION"	"Sainte-Gudule"	"pauvre hdtellerie qui se dressait au fond d' une etroite im- passe derriire l' eglise SAINTE-GUDULE . la jeune femme etant absente , il laissa pour elle , chez une "
e76	"LOCATION"	"Laqueuille"	"billet la priant de passe , le jour meme , atl domicile de m. de LAQUEUILLE , ministre des prin ¬ ces prfcs de la gouvernante des pays- bas ; "
e78	"LOCATION"	"Laqueuille"	"pr £ senterait . cefut seulement vers trois heures que ton vint aviser m. de LAQUEUILLE que la personne qu' il attendait se trotivait lk faitesentrerl dit-il aussltdt . un "
e79	"LOCATION"	"Bruxelles"	"je me suis permis de vous convoquer ici ... mais j' ignorais votre presence & BRUXELLES , et , ce matin seulement , je me suis sou- venu tout k "
e80	"LOCATION"	"Laeken"	"jardie m' avait dit vous avoir ren ¬ contre un jour , au pare de LAEKEN , il y a environ six semaines ou deux mois . . je l' "
e81	"LOCATION"	"Laqueuille"	"suis k votre disposition , mon ¬ sieur i. dit la comtesse . m. de LAQUEUILLE derpanda : depuis quand etes-vous bruxelles — ii y aunan , k pareille epoque "
e82	"LOCATION"	"Bruxelles"	"¬ sieur i. dit la comtesse . m. de laqueuille derpanda : depuis quand etes-vous BRUXELLES — ii y aunan , k pareille epoque . mon mari , m. le "
e83	"LOCATION"	"Voici"	"moi-mlme attachce a la maisondesenfants defrancedepuis l787 . — dans quelles circonstances avezvous emigre — VOICI , monsieur . quelque temps avant la fuite du roi , si lamcntablement echouee "
e84	"LOCATION"	"Sa"	"du roi , si lamcntablement echouee a varennes dans les conditions que vous savez , SA majeste la reine avait fait partir quelques-unes des dames de sa maison pour tabbayed' "
e84	"LOCATION"	"Sa"	"du roi , si lamcntablement echouee a varennes dans les conditions que vous savez , SA majeste la reine avait fait partir quelques-unes des dames de sa maison pour tabbayed' roi , si lamcntablement echouee a varennes dans les conditions que vous savez , sa MAJESTE la reine avait fait partir quelques-unes des dames de sa maison pour tabbayed' orval "
e86	"LOCATION"	"Luxembourg"	"partir quelques-unes des dames de sa maison pour tabbayed' orval , dans les environs de LUXEMBOURG , oh celles-ci devaient attendre l' arrivee de la famille royale et tout preparer "
e87	"LOCATION"	"Sa"	"attendre l' arrivee de la famille royale et tout preparer pour l' y recevoir . SA majeste , qui m' a toujours temoigne la sympathie la plus vive , je "
e87	"LOCATION"	"Sa"	"attendre l' arrivee de la famille royale et tout preparer pour l' y recevoir . SA majeste , qui m' a toujours temoigne la sympathie la plus vive , je l' arrivee de la famille royale et tout preparer pour l' y recevoir . sa MAJESTE , qui m' a toujours temoigne la sympathie la plus vive , je dirai "
e88	"LOCATION"	"Paris"	"avait bien voulu me designer pour faire partie de cette mission . je quittai done PARIS , en compagnie de m de puiseaux , au com ¬ mencement de juin "
e89	"LOCATION"	"Puiseaux"	"partie de cette mission . je quittai done paris , en compagnie de m de PUISEAUX , au com ¬ mencement de juin de l' autre annee ... je ne "
e91	"LOCATION"	"Paris"	"apr £ s , et qui ont amene le retour de la famille royale k PARIS , rendirent ces preparatifs inutiles et notre presence dansle luxembourg devenue sans objet ... "
e92	"LOCATION"	"Luxembourg"	"de la famille royale k paris , rendirent ces preparatifs inutiles et notre presence dansle LUXEMBOURG devenue sans objet ... — heiasl fit le marquis , avec un long soupir "
e93	"LOCATION"	"Puiseaux"	"assise devant lui i . et comment avez-vous vecu depuis cette epoque — m. de PUISEAUX avait em porte quel ¬ que argent : nous avons vecu de ces res- "
e94	"LOCATION"	"Puiseaux"	"le commencement de fevrier , nous nous sommes vus forces de nous separer m. de PUISEAUX est alie prendre du service au cantonnement d' ath , sous les ordres do "
e95	"LOCATION"	"Ath"	"forces de nous separer m. de puiseaux est alie prendre du service au cantonnement d' ATH , sous les ordres do m. le comte de la ch & tre ; "
e96	"LOCATION"	"Laqueuille"	"lemons do clavecin ou essayant de placer des aquarelles — mais , interrompit m. de LAQUEUILLE , comment nvez-vous point songe k sol- liciter de lagouvernante un secours qui , "
e98	"LOCATION"	"Kranee"	"roi a pris une decision grave : e' est de faire sortir le dauphin de KRANEE et de l' envoyer a tdtranger . ii a com pris que , dansle "
e99	"LOCATION"	"Tdtranger"	": e' est de faire sortir le dauphin de kranee et de l' envoyer a TDTRANGER . ii a com pris que , dansle cas ou lamestinte voudrait que lui-meme "
e100	"LOCATION"	"Normandie"	"fus- sent emportes un jour par la tourmente rdvolutionnaire , ilfallaifc dumoins quele duo de NORMANDIE , l' objet de tant d' es- poirs , fut ravi k la haine "
e101	"LOCATION"	"Marcillac"	"ores et dbkt et e' est moi , madame , ainsi que le marquis de MARCILLAC , mon neveu , que leurs majestesont bien voulu agr £ er pour en "
e102	"LOCATION"	"Rambaud"	"setrouvent encore aupr & s de mme de tourzel , — soit mm ® de RAMBAUD , soit mm8 thibaut ou mme dojarjayes . mais vous n' ignorez pas quelle "
e105	"LOCATION"	"Puiseaux"	"au cou- rant de ce que je viens de vous faire connaitre — m. de PUISEAUX est & l' armde des princes , dit aurore ; nos communica ¬ tions "
e106	"LOCATION"	"Croix-"	". vous habitez , n' est-ce pas , k l' h & tellerie de la CROIX- pouge , derridre sainte-gudule — oui , monsieur . — eh bien , ne "
e106	"LOCATION"	"Croix-"	". vous habitez , n' est-ce pas , k l' h & tellerie de la CROIX- pouge , derridre sainte-gudule — oui , monsieur . — eh bien , ne vous habitez , n' est-ce pas , k l' h & tellerie de la croix- POUGE , derridre sainte-gudule — oui , monsieur . — eh bien , ne vous "
