ENT_ID	TYPE	TERM	KWIC
e4	"LOCATION"	"BnF"	"conditions de réutilisation . 4 / gallica constitue une base de données , dont la BNF est producteur , protégée au sens des articles l341-1 et suivants du code la "
e9	"LOCATION"	"Dimanche"	"1894 premier semestre et des aventures de terre & de mer journal hebdomadaire . — DIMANCHE 7 janvier 1894 . — paris , 8 , rue saint-joseph abonnements . — "
e13	"LOCATION"	"Paris"	"1894 . — paris , 8 , rue saint-joseph abonnements . — un an : PARIS & seine , 8 fr. — départements , 10 fr. — union postale , "
e14	"LOCATION"	"Seine"	"— paris , 8 , rue saint-joseph abonnements . — un an : paris & SEINE , 8 fr. — départements , 10 fr. — union postale , 12 fr. "
e15	"LOCATION"	"Départements"	"rue saint-joseph abonnements . — un an : paris & seine , 8 fr. — DÉPARTEMENTS , 10 fr. — union postale , 12 fr. sommaire méhier de mathuisieulx : "
e17	"LOCATION"	"Fonvielle"	"12 fr. sommaire méhier de mathuisieulx : la vengeance de couque . — w. de FONVIELLE : les ascensions du siège de paris : mm. spuller , a. du-bost et "
e18	"LOCATION"	"Paris"	"la vengeance de couque . — w. de fonvielle : les ascensions du siège de PARIS : mm. spuller , a. du-bost et r. ' de boisdefîre . — ch "
e20	"LOCATION"	"Boisdefîre"	"ascensions du siège de paris : mm. spuller , a. du-bost et r. ' de BOISDEFÎRE . — ch . canivet : fils de pêcheur . — r. jolly : "
e21	"LOCATION"	"Ch"	"de paris : mm. spuller , a. du-bost et r. ' de boisdefîre . — CH . canivet : fils de pêcheur . — r. jolly : les missions françaises "
e22	"LOCATION"	"Saleh"	"— r. jolly : les missions françaises . — h. mignot : la prophétie de SALEH . — l. jacolliot- : perdus sur l’ océan . — g. regelsperger : "
e23	"LOCATION"	"Océan"	"h. mignot : la prophétie de saleh . — l. jacolliot- : perdus sur l’ OCÉAN . — g. regelsperger : les riverains du rio gila . -ch . leroy "
e27	"LOCATION"	"Variétés"	"concours photographique . — chronique des voyages . — récréations géographiques et historiques . — VARIÉTÉS . la vengeance de couque par méhier de mathuisieulx elle entraîne son fiancé àans "
e28	"LOCATION"	"Postes"	"partent du de chaque mois . par suite d’ une entente avec l' administration des POSTES et des télégraphes , ces abonnements peuvent être reçus sans frais , dans tous "
e29	"LOCATION"	"Paris"	"abonnements peuvent être reçus sans frais , dans tous les bureaux de poste de . PARIS et des départements . chaque demande de changement d’ adresse doit être accompagnée d’ "
e30	"LOCATION"	"Paris"	"et de cinquante centimes en timbres , pour frais de réimpression . les abonnés de PARIS qui vont séjourner en province ont à payer un supplément de trois oentimes par "
e35	"LOCATION"	"Asie"	"en mourant , les premières brises du soir , ces avant-coureurs bienvenus des nuits d’ ASIE . en arrière des trottoirs bossues et striés de rigoles , les maisons dressaient "
e36	"LOCATION"	"Ténacité"	"sans casque , 1 . voir ; dans la brousse , no 807 . — TÉNACITÉ d' un annamite , nos 848 & 850 . — une chasse au tigre "
e37	"LOCATION"	"Orient"	"contenue dans là petite devanture horizontale de l’ entrée . prodigieuse divisibilité du trafic en ORIENT ! toutes ces reventes ramifiées à l' infini font vivre une foule de marchands "
e38	"LOCATION"	"Cainhas"	", il n' y a personne qui ne vende quelque chose , d’ une des CAINHAS , un jeune homme sortit , se courbant à cause de la toiture , "
e39	"LOCATION"	"C’"	"et gagna la rue où il marcha en faisant claquer ses sandales de bois . C’ était un sergent annamite de la milice ; deux beaux galons d’ or brillaient "
e40	"LOCATION"	"Couque"	"un oiseau ou une fouille qui tombait lorsqu’ il avait tiré , eh bien , COUQUE , le gibier ne mord pas aujourd’ hui ? lui demanda malicieusement une vieille "
e41	"LOCATION"	"Gou"	"oreilles , au cou , aux poignets et aux doigts , elle sourit gracieusement à GOU que et s’ arrêta devant lui . bonjour , lui dit-elle en mignardant . "
e42	"LOCATION"	"Couque"	"chro- nologique , telles quéles a révélées le procès , les aventures de ce célèbre COUQUE que le hasard m' a fait rencontrer dans ia principale rue d’ hung-yen , "
e43	"LOCATION"	"Hung-Yen"	"ce célèbre couque que le hasard m' a fait rencontrer dans ia principale rue d’ HUNG-YEN , quelques jours avant sa trahison . le môme jour , dès que la "
e44	"LOCATION"	"Couque"	"toutes ses ' collègues dans le baraquement commun de la troupe ; elle ouvrit à COUQUE et tous deux allèrent s’ asseoir , en tailleur , sur le lit de "
e46	"LOCATION"	"Hélas"	"ne possède rien , ta première femme ne possède pas plus qu' elle . — HÉLAS ! sanglota le sergent , ce n' est pas moi qu’ il faut convaincre "
e47	"LOCATION"	"Co-Xuyen"	"pas en admettre le premier mot . — que comptes-tu faire alors ? inter- rogea CO-XUYEN , avec un mécontentement peu déguisé . — je viens te je demander ! "
e48	"LOCATION"	"Tu"	"— je viens te je demander ! lui répondit tristement le jeune homme . — TU en prends vraiment à ton aise ! s' exclama la rusée chanteuse sur un "
e49	"LOCATION"	"Couque"	"est-ce de mon côté que viennent les empêchements ? je te croyais un homme , COUQUE , et je ne t’ eusse certes pas accordé ce rendez-vous si je n' "
e50	"LOCATION"	"Xuyen"	"paraît que je me suis étrangement trompée 1 — ne sois pas si sévère , XUYEN , tu nte vois assez malheureux , et si cela ne dépendait que de "
e51	"LOCATION"	"Te"	"si cela ne dépendait que de moi » alors elle se leva frémissante : « TE railles-tu de moi , couque ? je n' ai pas été te chercher , "
e53	"LOCATION"	"Couque"	"épouserai . . » a ce nom d’ un rival exécré , le regard de COUQUE flamboya . « tais-toi , tais-toi , xuyen , dit-il très vite . demain "
e54	"LOCATION"	"Tais-toi"	"a ce nom d’ un rival exécré , le regard de couque flamboya . « TAIS-TOI , tais-toi , xuyen , dit-il très vite . demain sans faute j' aurai "
e56	"LOCATION"	"Tong-doc"	"te dois rien pour ton dévouement , car moi aussi j’ affronte la colère du TONG-DOC , de qui nous relevons toutes , nous autres chanteuses . s’ il faut "
e57	"LOCATION"	"Buy-Yan-Ngnoc"	"« est-ce bien certain , demandait le milicien , que tu n' aies pas revu BUY-YAN-NGNOC ? . il était permissionnaire hier ... — xuyen n’ èst pas une fille "
e60	"LOCATION"	"Dis-moi"	", ce n’ est pas pour continuer à se laisser courtiser par lui . — DIS-MOI alors pourquoi tu me préfères . — ça , c’ est le secret de "
e63	"LOCATION"	"VanMéou"	"de thé et va-t’ en . je te verrai demain à la cérémonie religieuse de VANMÉOU . tu m' annonceras ce que tu auras - manigancé ... ' » dès "
e65	"LOCATION"	"Ting"	"* à voix basse , pour annoncer à - mon frère , le chef pirate TING , que la mission dont il me chargée a pleinement réussi . je suis "
e67	"LOCATION"	"Extrême-Orient"	"coloriées , de trophées religieux en bois rouge et doré . toutes les drôleries d’ EXTRÊME-ORIENT s’ étaient donné rendez-vous là : toits relevés en cornes , dragons sculptés ou "
e68	"LOCATION"	"Çakya-Mouni"	"au pied des tables . mais seul le grand mandarin pénétra dans le sanctuaire de ÇAKYA-MOUNI , une divinité en bois d’ un aspect très peu avenant et dont le "
e69	"LOCATION"	"Bouddha"	"pagode , le cortège , arborant des parasols jaunes ( cette couleur est vouée à BOUDDHA et au roi ) , se porta avec un grand tintamarre de grelots et "
e70	"LOCATION"	"Hué"	"pour elle , une énorme statue de bronze représente le délégué de la cour de HUÉ , le célèbre hoan-kao-kaï . puisla procession défila dans les galeries de la pagode "
e72	"LOCATION"	"Dante"	"brasiers , glace , tenailles , chevalets , toutes les effroyables tortures , entrevues par DANTE et sainte thérèse . quelques européens étaient invités ; le , tong-doc les conduisit "
e73	"LOCATION"	"Thérèse"	", tenailles , chevalets , toutes les effroyables tortures , entrevues par dante et sainte THÉRÈSE . quelques européens étaient invités ; le , tong-doc les conduisit aussitôt après la "
e74	"LOCATION"	"Couque"	"leur fit servir le lunch traditionnel . c’ était le moment des' distractions attendu par COUQUE et xuyen . le doï fit former les faisceaux à sa section dans la "
e75	"LOCATION"	"Xuyen"	"servir le lunch traditionnel . c’ était le moment des' distractions attendu par couque et XUYEN . le doï fit former les faisceaux à sa section dans la cour d’ "
e77	"LOCATION"	"Couque"	"avait dit de se tenir là . inutile de compter sur le consentement ! fit COUQUE essoufflé . ma mère est entrée dans une fureur atroce . comme j' ai "
e79	"LOCATION"	"Hanoï"	"où diable veux-tu que nous nous sauvions ainsi ? — n' importe où , à HANOÏ , à haîphong . — et qu' y feras-tu pour vivre ? — le "
e80	"LOCATION"	"Haîphong"	"que nous nous sauvions ainsi ? — n' importe où , à hanoï , à HAÎPHONG . — et qu' y feras-tu pour vivre ? — le premier métier qui "
e83	"LOCATION"	"Bouddha"	"décidé à m’ épouser malgré tout ? — si j' y suis décidé , grand BOUDDHA ! — eh bien , nous fuirons , mais dans trois jours seulement , "
e86	"LOCATION"	"Cou"	"la porte ! râla le bonze affolé en se précipitant pour saisir le bras de COU que . — ^ surtout ne fais pas la folie de te promener dans "
e91	"LOCATION"	"Lafayette"	"ballon le 19 octobre , à 9 heures du matin . il a monté le LAFAYETTE , dont l’ aéronaute était le marin jossec . le départ a eu lieu "
e93	"LOCATION"	"Rocroi"	"orléans . deux heures un quart plus tard , m. antonin dubost atterrissait auprès de ROCROI , dans le département des ardennes . m. dubost , délégué de la défense "
e94	"LOCATION"	"Ardennes"	"plus tard , m. antonin dubost atterrissait auprès de rocroi , dans le département des ARDENNES . m. dubost , délégué de la défense , avait pour compagnon de voyage "
e96	"LOCATION"	"Prunières"	"dubost , délégué de la défense , avait pour compagnon de voyage m. gaston de PRUNIÈRES . quelques semaines plus tard , le futur ministre de la justice , commençait "
e97	"LOCATION"	"Orne"	"de la justice , commençait sa carrière administrative , comme préfet du département de l’ ORNE . le voyage , ayant été heureux , n’ a pas laissé de traces "
e99	"LOCATION"	"Lavoisier"	"est parti , le 22 décembre , à 9 h. 30 du matin , le LAVOISIER , conduit par le marin ledret . il n’ y avait qu’ un seul "
