ENT_ID	TYPE	TERM	KWIC
e1	"LOCATION"	"("	"               ( bnfanonyme . journal des oyages et des aventures de terre et de mer . "
e1	"LOCATION"	"("	"               ( bnfanonyme . journal des oyages et des aventures de terre et de mer .               ( BNFANONYME . journal des oyages et des aventures de terre et de mer . 1893 "
e5	"LOCATION"	"BnF"	"conditions de reutilisation . 4 / gallica constitue une base de donnees , dont la BNF est producteur , protegee au sens des articles l341-1 et suivants du code la "
e11	"LOCATION"	"Prix"	"189 3 et des aventures de terre et de mer n ° 808 . — PRIX : 15 centimes . — journal abonnements . — paris et seine , 8 "
e12	"LOCATION"	"PARIS"	"n ° 808 . — prix : 15 centimes . — journal abonnements . — PARIS et seine , 8 fr . — departements , hebdomadaire — bureaux : 8 "
e15	"LOCATION"	"Saint-Joseph"	"seine , 8 fr . — departements , hebdomadaire — bureaux : 8 , rue SAINT-JOSEPH . fr . — etranger , fr . — dimanche lgr janvier 1893 illustrations "
e19	"LOCATION"	"Dimanche"	"bureaux : 8 , rue saint-joseph . fr . — etranger , fr . — DIMANCHE lgr janvier 1893 illustrations . — les lolos blancs et les lolos noirs : "
e20	"LOCATION"	"Janvier"	"8 , rue saint-joseph . fr . — etranger , fr . — dimanche lgr JANVIER 1893 illustrations . — les lolos blancs et les lolos noirs : le preten- "
e22	"LOCATION"	"Morgan"	"les averses . — les missions frangaises : por ¬ trait de m. jacques de MORGAN . — perdus sur 1 ' ocean : ii avait soulev une planche du "
e24	"LOCATION"	"Natal"	"ocean : ii avait soulev une planche du parquet . — les courses nautiques au NATAL : armes d' un batou ils s' escriment a ramer . — promenade en "
e25	"LOCATION"	"Armes"	"ii avait soulev une planche du parquet . — les courses nautiques au natal : ARMES d' un batou ils s' escriment a ramer . — promenade en casamance : "
e26	"LOCATION"	"Promenade"	"nautiques au natal : armes d' un batou ils s' escriment a ramer . — PROMENADE en casamance : quatre gra- vures . — les frangais au pdle nord : "
e27	"LOCATION"	"Casamance"	"natal : armes d' un batou ils s' escriment a ramer . — promenade en CASAMANCE : quatre gra- vures . — les frangais au pdle nord : la lutte "
e30	"LOCATION"	"Pageno"	"( page 3 , col 2 ) . < page no > 2 < / PAGENO > < article > ' journal des ittmges ' nous avons souvent reu des "
e35	"LOCATION"	"Atlas"	"quiy sont gravdes , etune fortearmatureinterieureen assure la solidite ; ; 2 ° un grand ATLAS universal de geo- graph ! e modern © , renfermant cinquante- qiiatre cartes ( "
e36	"LOCATION"	"Saunier"	"cent cinquante gravures ; 4 ° le cyclismetheorique et pratique , par l. beaudry de SAUNIER , precede d' une preface par pierre gijfard . ce tres fort volume in-8 "
