ENT_ID	TYPE	TERM	KWIC
e4	"LOCATION"	"BnF"	"conditions de réutilisation . 4 / gallica constitue une base de données , dont la BNF est producteur , protégée au sens des articles l341-1 et suivants du code la "
e13	"LOCATION"	"Prix"	"journal des voyages et des aventures de terre et de mer nº 834 . — PRIX : 15 centimes — journal hebdomadaire — bureaux : 8. rue saint-joseph . abonnements "
e14	"LOCATION"	"Saint-Joseph"	"834 . — prix : 15 centimes — journal hebdomadaire — bureaux : 8. rue SAINT-JOSEPH . abonnements . — paris et seine , 8 fr. — départements , 10 "
e15	"LOCATION"	"Paris"	"15 centimes — journal hebdomadaire — bureaux : 8. rue saint-joseph . abonnements . — PARIS et seine , 8 fr. — départements , 10 fr. — étranger , 12 "
e16	"LOCATION"	"Seine"	"— journal hebdomadaire — bureaux : 8. rue saint-joseph . abonnements . — paris et SEINE , 8 fr. — départements , 10 fr. — étranger , 12 fr. — "
e17	"LOCATION"	"Départements"	": 8. rue saint-joseph . abonnements . — paris et seine , 8 fr. — DÉPARTEMENTS , 10 fr. — étranger , 12 fr. — dímanche 2 juillet 1893 la "
e18	"LOCATION"	"Étranger"	"abonnements . — paris et seine , 8 fr. — départements , 10 fr. — ÉTRANGER , 12 fr. — dímanche 2 juillet 1893 la nuit de la destinee par "
e21	"LOCATION"	"Destinée"	"de la destinee par lydie paschkoff texte — lydie paschkopp ; la nui de la DESTINÉE . — l. jacolliot : perdus sur l' océan , — f . morans "
e22	"LOCATION"	"Océan"	"paschkopp ; la nui de la destinée . — l. jacolliot : perdus sur l' OCÉAN , — f . morans : les fruits aux états-unis . — j. dvéowski "
e23	"LOCATION"	"États-Unis"	"jacolliot : perdus sur l' océan , — f . morans : les fruits aux ÉTATS-UNIS . — j. dvéowski : la boute du tcbad . — f. dillaye : "
e24	"LOCATION"	"Tcbad"	". morans : les fruits aux états-unis . — j. dvéowski : la boute du TCBAD . — f. dillaye : les emigrants de l' hirondelle bouge , — e. "
e25	"LOCATION"	"L.Andre"	"— r.jolly : les missions-françaises . — a. brown : la station aerienne . — L.ANDRE : la bête du gevau-dan . — chronique . — récréations géographiques — variétés "
e26	"LOCATION"	"Gevau-dan"	". — a. brown : la station aerienne . — l.andre : la bête du GEVAU-DAN . — chronique . — récréations géographiques — variétés . illustrations- — la nuit "
e27	"LOCATION"	"Chronique"	"brown : la station aerienne . — l.andre : la bête du gevau-dan . — CHRONIQUE . — récréations géographiques — variétés . illustrations- — la nuit de la destinée "
e29	"LOCATION"	"Destinée"	"— chronique . — récréations géographiques — variétés . illustrations- — la nuit de la DESTINÉE ; « quel est ce cavalier - mystérieux ? » — perdus sur l' "
e30	"LOCATION"	"Océan"	"destinée ; « quel est ce cavalier - mystérieux ? » — perdus sur l' OCÉAN : « je les reconnais pour les avoir vos au bagne de nouméa » "
e31	"LOCATION"	"Nouméa"	"sur l' océan : « je les reconnais pour les avoir vos au bagne de NOUMÉA » . — les fruits aux états-unis ; la récolte est ensuite transportée sur "
e33	"LOCATION"	"États-Unis"	"reconnais pour les avoir vos au bagne de nouméa » . — les fruits aux ÉTATS-UNIS ; la récolte est ensuite transportée sur une charrette d' une longueur démesurée- — "
e34	"LOCATION"	"Tcbad"	"récolte est ensuite transportée sur une charrette d' une longueur démesurée- — la boute du TCBAD ; indigènes de 1 onbangui - — le circassien et son cbeval : bien "
e45	"LOCATION"	"France"	"dramatique épopée de l' histoire coloniale contemporaine se mêle au plus ardent amour de la FRANCE . l' an dernier , nous le rappelons , l' academie francaise avait couronné "
e50	"LOCATION"	"Jouy"	"moderne ; m. vigne d' octon a , lui aussi , remporté le prix de JOUY . antérieurement , m. constant amero avait eu le prix montyon pour te tour "
e52	"LOCATION"	"("	"obligations qu' elles fui imposent episode de voyage en syrie la nuit de la destinee ( lel el kad ) « voici le liban » , me dit un jeune "
e52	"LOCATION"	"("	"obligations qu' elles fui imposent episode de voyage en syrie la nuit de la destinee ( lel el kad ) « voici le liban » , me dit un jeune qu' elles fui imposent episode de voyage en syrie la nuit de la destinee ( LEL el kad ) « voici le liban » , me dit un jeune alepin "
e53	"LOCATION"	"Liban"	"en syrie la nuit de la destinee ( lel el kad ) « voici le LIBAN » , me dit un jeune alepin auquel pouvait parfaitement s' appliquer je proverbe "
e54	"LOCATION"	"("	"me dit un jeune alepin auquel pouvait parfaitement s' appliquer je proverbe arabe : habe-chelebi ( ale-pin , petit-maître élégant ) . et j' aperçus les contours encore vagues de "
e54	"LOCATION"	"("	"me dit un jeune alepin auquel pouvait parfaitement s' appliquer je proverbe arabe : habe-chelebi ( ale-pin , petit-maître élégant ) . et j' aperçus les contours encore vagues de dit un jeune alepin auquel pouvait parfaitement s' appliquer je proverbe arabe : habe-chelebi ( ALE-PIN , petit-maître élégant ) . et j' aperçus les contours encore vagues de pics "
e55	"LOCATION"	"Bérénice"	"jaunâtre in- ( escriptiblementlumineux . je montai sur la passerelle du capitaine monténégrin commandant la BÉRÉNICE , vapeur du lloyd autrichien , sur lequel je m' étais embarquée à schio "
e56	"LOCATION"	"Lloyd"	". je montai sur la passerelle du capitaine monténégrin commandant la bérénice , vapeur du LLOYD autrichien , sur lequel je m' étais embarquée à schio , et j' aperçus "
e57	"LOCATION"	"Schio"	"la bérénice , vapeur du lloyd autrichien , sur lequel je m' étais embarquée à SCHIO , et j' aperçus la chaîne du liban qui s' étageait. en masses majestueuses "
e58	"LOCATION"	"Liban"	"sur lequel je m' étais embarquée à schio , et j' aperçus la chaîne du LIBAN qui s' étageait. en masses majestueuses , laissant la presqu' île sur laquelle est "
e59	"LOCATION"	"Beyrouth"	"s' étageait. en masses majestueuses , laissant la presqu' île sur laquelle est ' située BEYROUTH , devant elle , pour reprendre le rivage méditerranéen du côté de saïda ( "
e60	"LOCATION"	"Saïda"	"' située beyrouth , devant elle , pour reprendre le rivage méditerranéen du côté de SAÏDA ( antique sidon ) . le saanin la plus haute montagne du . liban "
e60	"LOCATION"	"Saïda"	"' située beyrouth , devant elle , pour reprendre le rivage méditerranéen du côté de SAÏDA ( antique sidon ) . le saanin la plus haute montagne du . liban située beyrouth , devant elle , pour reprendre le rivage méditerranéen du côté de saïda ( antique sidon ) . le saanin la plus haute montagne du . liban , "
e60	"LOCATION"	"Saïda"	"' située beyrouth , devant elle , pour reprendre le rivage méditerranéen du côté de SAÏDA ( antique sidon ) . le saanin la plus haute montagne du . liban située beyrouth , devant elle , pour reprendre le rivage méditerranéen du côté de saïda ( antique sidon ) . le saanin la plus haute montagne du . liban , beyrouth , devant elle , pour reprendre le rivage méditerranéen du côté de saïda ( ANTIQUE sidon ) . le saanin la plus haute montagne du . liban , resplendissait "
e60	"LOCATION"	"Saïda"	"' située beyrouth , devant elle , pour reprendre le rivage méditerranéen du côté de SAÏDA ( antique sidon ) . le saanin la plus haute montagne du . liban située beyrouth , devant elle , pour reprendre le rivage méditerranéen du côté de saïda ( antique sidon ) . le saanin la plus haute montagne du . liban , beyrouth , devant elle , pour reprendre le rivage méditerranéen du côté de saïda ( ANTIQUE sidon ) . le saanin la plus haute montagne du . liban , resplendissait , devant elle , pour reprendre le rivage méditerranéen du côté de saïda ( antique SIDON ) . le saanin la plus haute montagne du . liban , resplendissait sous "
e60	"LOCATION"	"Saïda"	"' située beyrouth , devant elle , pour reprendre le rivage méditerranéen du côté de SAÏDA ( antique sidon ) . le saanin la plus haute montagne du . liban située beyrouth , devant elle , pour reprendre le rivage méditerranéen du côté de saïda ( antique sidon ) . le saanin la plus haute montagne du . liban , beyrouth , devant elle , pour reprendre le rivage méditerranéen du côté de saïda ( ANTIQUE sidon ) . le saanin la plus haute montagne du . liban , resplendissait , devant elle , pour reprendre le rivage méditerranéen du côté de saïda ( antique SIDON ) . le saanin la plus haute montagne du . liban , resplendissait sous devant elle , pour reprendre le rivage méditerranéen du côté de saïda ( antique sidon ) . le saanin la plus haute montagne du . liban , resplendissait sous une "
e61	"LOCATION"	"Saanin"	"pour reprendre le rivage méditerranéen du côté de saïda ( antique sidon ) . le SAANIN la plus haute montagne du . liban , resplendissait sous une couche de neige "
e62	"LOCATION"	"Liban"	"de saïda ( antique sidon ) . le saanin la plus haute montagne du . LIBAN , resplendissait sous une couche de neige éblouissante , qui laissait à découvert sur "
e64	"LOCATION"	"Marie"	"les plus abruptes la teinte rosée des roches . le mont bet-meri ( maison de MARIE ) , qui surplombe la plage du côté de beyrouth , formait , grâce "
e65	"LOCATION"	"Beyrouth"	"mont bet-meri ( maison de marie ) , qui surplombe la plage du côté de BEYROUTH , formait , grâce à la forêt de pins-parasols qui lé couvre , une "
e66	"LOCATION"	"Beyrouth"	"dessables ferrugineux particuliers à ces rivages , sur lesquels éclate de toute son aveuglante blancheur BEYROUTH , la belle cité syrienne , la mer , dun bleu profondément intense , "
e67	"LOCATION"	"Alepin"	"se succédaient à perte de vue . « que c' est beau ! dit l' ALEPIN ; je vous assure , madame , qu' il n' existe nulle part au "
e68	"LOCATION"	"Liban"	"n' existe nulle part au monde des montagnes qui prissent se comparer a celles du LIBAN . si vous saviez quel air vivifiant on y respire , et quels .torrents "
e70	"LOCATION"	"Me"	"montagne . « j' irai voir cela , dis-je , et dès demain . — ME permettez-vous , dit l' alepin , de vous offrir l' hospitalité chez mes parents "
e71	"LOCATION"	"Alepin"	"voir cela , dis-je , et dès demain . — me permettez-vous , dit l' ALEPIN , de vous offrir l' hospitalité chez mes parents ? nous possédens une maison "
e72	"LOCATION"	"Békfaia"	", de vous offrir l' hospitalité chez mes parents ? nous possédens une maison à BÉKFAIA , près de bet-meri , et il me montra dans la montagne un point "
e73	"LOCATION"	"Bet-Meri"	"l' hospitalité chez mes parents ? nous possédens une maison à békfaia , près de BET-MERI , et il me montra dans la montagne un point imperceptible que seul un "
e74	"LOCATION"	"Beyrouth"	"bateau s' arrêta , et nous nous trouvâmes stationnant dans la ravissante , baie de BEYROUTH , dont les tours génoises et les maisons orientales s' élevaient en gradins autour "
