	ENT_ID	TYPE	TERM	KWIC	source_year
0	e1	LOCATION	(	               ( bnf anonyme . journal des voyages et des aventures de terre et de mer 	1888-1
1	e1	LOCATION	(	               ( bnf anonyme . journal des voyages et des aventures de terre et de mer               ( BNF anonyme . journal des voyages et des aventures de terre et de mer . 	1888-1
2	e7	LOCATION	BnF	conditions de réutilisation . 4 / gallica constitue une base de données , dont la BNF est producteur , protégée au sens des articles l341-1 et suivants du code la 	1888-1
3	e13	LOCATION	Prix	journal des voyages et des aventures de terre et de mer nº 547 . — PRIX : 15 centimes . — journal hebdomadaire — bureaux : 7 , rue du 	1888-1
4	e17	LOCATION	Paris	— journal hebdomadaire — bureaux : 7 , rue du croissant . abonnements . — PARIS , 8 fr. — départements , 10 fr. — étranger , 12 fr. — 	1888-1
5	e18	LOCATION	Départements	: 7 , rue du croissant . abonnements . — paris , 8 fr. — DÉPARTEMENTS , 10 fr. — étranger , 12 fr. — dimanche 1er janvier 1888 . 	1888-1
6	e19	LOCATION	Étranger	croissant . abonnements . — paris , 8 fr. — départements , 10 fr. — ÉTRANGER , 12 fr. — dimanche 1er janvier 1888 . texts . — aventures équestres 	1888-1
7	e21	LOCATION	Aventures	fr. — étranger , 12 fr. — dimanche 1er janvier 1888 . texts . — AVENTURES équestres . — le coureur des jung4es ( suite ) . — un voyageur 	1888-1
8	e23	LOCATION	Colombo	— les dompteurs célèbres : martin ( suite ) — une course do buffles à COLOMBO ( ceylan ) . — dans les maremmes , — récits du nouveau-monde : 	1888-1
9	e23	LOCATION	Colombo	— les dompteurs célèbres : martin ( suite ) — une course do buffles à COLOMBO ( ceylan ) . — dans les maremmes , — récits du nouveau-monde : les dompteurs célèbres : martin ( suite ) — une course do buffles à colombo ( ceylan ) . — dans les maremmes , — récits du nouveau-monde : la 	1888-1
10	e23	LOCATION	Colombo	— les dompteurs célèbres : martin ( suite ) — une course do buffles à COLOMBO ( ceylan ) . — dans les maremmes , — récits du nouveau-monde : les dompteurs célèbres : martin ( suite ) — une course do buffles à colombo ( ceylan ) . — dans les maremmes , — récits du nouveau-monde : la dompteurs célèbres : martin ( suite ) — une course do buffles à colombo ( CEYLAN ) . — dans les maremmes , — récits du nouveau-monde : la ferme 	1888-1
11	e23	LOCATION	Colombo	— les dompteurs célèbres : martin ( suite ) — une course do buffles à COLOMBO ( ceylan ) . — dans les maremmes , — récits du nouveau-monde : les dompteurs célèbres : martin ( suite ) — une course do buffles à colombo ( ceylan ) . — dans les maremmes , — récits du nouveau-monde : la dompteurs célèbres : martin ( suite ) — une course do buffles à colombo ( CEYLAN ) . — dans les maremmes , — récits du nouveau-monde : la ferme célèbres : martin ( suite ) — une course do buffles à colombo ( ceylan ) . — dans les maremmes , — récits du nouveau-monde : la ferme des 	1888-1
12	e24	LOCATION	Dans	( suite ) — une course do buffles à colombo ( ceylan ) . — DANS les maremmes , — récits du nouveau-monde : la ferme des montagnes bleues ( 	1888-1
13	e25	LOCATION	Maremmes	) — une course do buffles à colombo ( ceylan ) . — dans les MAREMMES , — récits du nouveau-monde : la ferme des montagnes bleues ( suite ) 	1888-1
14	e27	LOCATION	Voyages	— récits du nouveau-monde : la ferme des montagnes bleues ( suite ) . — VOYAGES aux pays inconnus : les forêts de saïgon ( suite ) . — a 	1888-1
15	e28	LOCATION	Perpignan	: les forêts de saïgon ( suite ) . — a travers le monde : PERPIGNAN . — chronique des voyages et de la géographie . • illustrations , — 	1888-1
16	e29	LOCATION	Chronique	de saïgon ( suite ) . — a travers le monde : perpignan . — CHRONIQUE des voyages et de la géographie . • illustrations , — aventures équestres : 	1888-1
17	e30	LOCATION	Illustrations	le monde : perpignan . — chronique des voyages et de la géographie . • ILLUSTRATIONS , — aventures équestres : mon cheval enfonça dans la glace d' un marais 	1888-1
18	e31	LOCATION	Aventures	perpignan . — chronique des voyages et de la géographie . • illustrations , — AVENTURES équestres : mon cheval enfonça dans la glace d' un marais . — le 	1888-1
19	e32	LOCATION	Colombo	entrant , il se jeta à plat ventre . — une course de buffles à COLOMBO ( coytan ) . — la ferme des montagnes bleues : il l' amena 	1888-1
20	e32	LOCATION	Colombo	entrant , il se jeta à plat ventre . — une course de buffles à COLOMBO ( coytan ) . — la ferme des montagnes bleues : il l' amena , il se jeta à plat ventre . — une course de buffles à colombo ( coytan ) . — la ferme des montagnes bleues : il l' amena par 	1888-1
21	e32	LOCATION	Colombo	entrant , il se jeta à plat ventre . — une course de buffles à COLOMBO ( coytan ) . — la ferme des montagnes bleues : il l' amena , il se jeta à plat ventre . — une course de buffles à colombo ( coytan ) . — la ferme des montagnes bleues : il l' amena par il se jeta à plat ventre . — une course de buffles à colombo ( COYTAN ) . — la ferme des montagnes bleues : il l' amena par la 	1888-1
22	e32	LOCATION	Colombo	entrant , il se jeta à plat ventre . — une course de buffles à COLOMBO ( coytan ) . — la ferme des montagnes bleues : il l' amena , il se jeta à plat ventre . — une course de buffles à colombo ( coytan ) . — la ferme des montagnes bleues : il l' amena par il se jeta à plat ventre . — une course de buffles à colombo ( COYTAN ) . — la ferme des montagnes bleues : il l' amena par la se jeta à plat ventre . — une course de buffles à colombo ( coytan ) . — la ferme des montagnes bleues : il l' amena par la main 	1888-1
23	e33	LOCATION	Perpignan	l' amena par la main . — a travers le monde : la citadelle de PERPIGNAN . aventures equestrbs . — mon cheval enfonça dans la glace d' un marais 	1888-1
24	e34	LOCATION	Mon	— a travers le monde : la citadelle de perpignan . aventures equestrbs . — MON cheval enfonça dans la glace d' un marais . ( page 2 , col. 	1888-1
25	e38	LOCATION	(	du jouxt-äal des voyages sont invités ek. faire leurs commandes le plus ~ sôt possible ( écrire à rédfteur du ololr \ vl des voyages , 7 rue du croissant 	1888-1
26	e38	LOCATION	(	du jouxt-äal des voyages sont invités ek. faire leurs commandes le plus ~ sôt possible ( écrire à rédfteur du ololr \ vl des voyages , 7 rue du croissant jouxt-äal des voyages sont invités ek. faire leurs commandes le plus ~ sôt possible ( ÉCRIRE à rédfteur du ololr \ vl des voyages , 7 rue du croissant , 	1888-1
27	e40	LOCATION	Paris	à rédfteur du ololr \ vl des voyages , 7 rue du croissant , à PARIS ) . aventures ique s tee s ivloi et mes chevaux , nous nous 	1888-1
28	e43	LOCATION	Froid	< pae dun mauvais traitement . le 24 octobre 1879 , me rendant du lac FROID au fort pitt pour y chercher des provisions d ¾ iver je conduisais ma 	1888-1
29	e45	LOCATION	Embarras	que mon serviteur alexis enna-azé menait un char à bœuf . près du lac des EMBARRAS , mon.cheval enfonça dans la glace dun marais et ne put être dégagé que 	1888-1
30	e46	LOCATION	Æonne	, mon cheval déjà a & aimi enfonça dans le bourbier et y demeura empri ÆONNE , iouché sur le flanc et le ^ ianíbes tordues dans une vase noire 	1888-1
31	e48	LOCATION	Dételle	transporté de joie . — laquelle ? fit alexis . — tu vas voir , DÉTELLE ton bœuf . — ah i je comprends . le bœuf dételé , nous 	1888-1
32	e49	LOCATION	Bill	entre les jambes de devant du cheval . nous donnâmes une ai forte impulsion à BILL qu' il acheva de retirer entièrement le cheval de la fondrière ; mais en 	1888-1
33	e51	LOCATION	Castor	froid à ma ferme du lac des hameçons , à onze kilomètres de la rivière CASTOR , sur la rive ^ droite , montés chacun sur un tri ! neau 	1888-1
34	e52	LOCATION	Castor	tri ! neau à cheval . nous traversâmes sans encombre la profonde et rapide rivière CASTOR , sur la glace , bien que celle-ci n' eût pas encore atteint beaucoup 	1888-1
35	e54	LOCATION	Grand-Rouge	dans leau . alexisxoupa aussitôt les lieas qui retenaient la selle et la charge du GRAND-ROUGE , et le débarrassa de ce. poids importun . le cheval essaya alors de 	1888-1
