ENT_ID	TYPE	TERM	KWIC
e4	"LOCATION"	"BnF"	"conditions de réutilisation . 4 / gallica constitue une base de données , dont la BNF est producteur , protégée au sens des articles l341-1 et suivants du code la "
e14	"LOCATION"	"Prix"	"journal des voyages et des aventures de terre et de mer nº 626 . — PRIX : 15 centimes . — journal , hebdomadaire — bureaux : 8 , rue "
e17	"LOCATION"	"Saint-Joseph"	"prix : 15 centimes . — journal , hebdomadaire — bureaux : 8 , rue SAINT-JOSEPH . abonnements . — paris , 8 fr. — départements , l0 fr. ) "
e18	"LOCATION"	"Paris"	"— journal , hebdomadaire — bureaux : 8 , rue saint-joseph . abonnements . — PARIS , 8 fr. — départements , l0 fr. ) fr. etranger , 12 fr. "
e19	"LOCATION"	"Etranger"	". abonnements . — paris , 8 fr. — départements , l0 fr. ) fr. ETRANGER , 12 fr. — dimanche 7 juillet 1889 . texte — h. coudrieau : "
e21	"LOCATION"	"Guyane"	"dimanche 7 juillet 1889 . texte — h. coudrieau : voyage au territoire indien de GUYANE ( fin ) . — l. bous-sesard : i / honime bleu ( suite "
e24	"LOCATION"	"Amérique"	"! ( suite ) . — v. pilgkim : une ville de chiens dans l' AMÉRIQUE septentrionale . — e , morea : la croix et l epée ( fin "
e25	"LOCATION"	"E"	". — v. pilgkim : une ville de chiens dans l' amérique septentrionale . — E , morea : la croix et l epée ( fin ) . — g- "
e26	"LOCATION"	"Morea"	"v. pilgkim : une ville de chiens dans l' amérique septentrionale . — e , MOREA : la croix et l epée ( fin ) . — g- depping : "
e29	"LOCATION"	"Nos"	"fin ) . — g- depping : séance de la société de géographie . — NOS colonies , — chronique des vovases . illustrations — voyage au territoire indien de "
e30	"LOCATION"	"Guyane"	"nos colonies , — chronique des vovases . illustrations — voyage au territoire indien de GUYANE : le gouverneur de la guyane' investit acouli cacique des roucouyennes . — l' "
e31	"LOCATION"	"Guyane'"	"vovases . illustrations — voyage au territoire indien de guyane : le gouverneur de la GUYANE' investit acouli cacique des roucouyennes . — l' homme bleu : les pa-talos posent "
e32	"LOCATION"	"Acouli"	"illustrations — voyage au territoire indien de guyane : le gouverneur de la guyane' investit ACOULI cacique des roucouyennes . — l' homme bleu : les pa-talos posent sur la "
e33	"LOCATION"	"Boulaq"	"le sourougich est la réunion des selliers et des cordonniers ; — le débarcadere de BOULAQ , port du caire . — la croix et lepée : il montrait un "
e34	"LOCATION"	"Caire"	"réunion des selliers et des cordonniers ; — le débarcadere de boulaq , port du CAIRE . — la croix et lepée : il montrait un arbre derrière lequel robert "
e36	"LOCATION"	"Revkiavick"	"derrière lequel robert avait dû s' abriter , — pauvre islande ! : vue de REVKIAVICK . voyage de m. ii. coudreau au territoire indien de guyaxe . — le "
e37	"LOCATION"	"Guyaxe"	"! : vue de revkiavick . voyage de m. ii. coudreau au territoire indien de GUYAXE . — le gouverneur de la guyane investit acouli cacique des roucouyennes . ( "
e38	"LOCATION"	"Guyane"	"de m. ii. coudreau au territoire indien de guyaxe . — le gouverneur de la GUYANE investit acouli cacique des roucouyennes . ( page 2 , col. 3 . ) "
e39	"LOCATION"	"Acouli"	"ii. coudreau au territoire indien de guyaxe . — le gouverneur de la guyane investit ACOULI cacique des roucouyennes . ( page 2 , col. 3 . ) < article "
e40	"LOCATION"	"Amérique"	"n' occupent pas encore de bien vastes étendues de territoires , les régions de l' AMÉRIQUE chaude où la colonisation européenne peut s' établir aujourd' hui sans avoir è. compter "
e42	"LOCATION"	"Minas"	"avec lindigène . presque partout , même dans ce brésil du sud qui va de MINAS à labandeorientale , ce brésil du sud qui est peut-être la partie la plus "
e43	"LOCATION"	"Guanabara"	": je suis . c' est lindien . et partout ailleurs , de lanahuac à GUANABARA , d' araucana à la côte ferme , c' est lui , ce noble "
e44	"LOCATION"	"Araucana"	". c' est lindien . et partout ailleurs , de lanahuac à guanabara , d' ARAUCANA à la côte ferme , c' est lui , ce noble et heureux sauvage "
e45	"LOCATION"	"Côte"	"lindien . et partout ailleurs , de lanahuac à guanabara , d' araucana à la CÔTE ferme , c' est lui , ce noble et heureux sauvage , qui , "
e45	"LOCATION"	"Côte"	"lindien . et partout ailleurs , de lanahuac à guanabara , d' araucana à la CÔTE ferme , c' est lui , ce noble et heureux sauvage , qui , . et partout ailleurs , de lanahuac à guanabara , d' araucana à la côte FERME , c' est lui , ce noble et heureux sauvage , qui , s' "
e46	"LOCATION"	"Europe"	"européenne monte la garde . sur une superiscie plus que double de celle de l' EUROPE tempéréo , l' amérique 1 . voir les nes 010 a 625 chaude est "
e47	"LOCATION"	"Amérique"	", l' amérique 1 . voir les nes 010 a 625 chaude est aussi l' AMÉRIQUE indienne , et il y faut dire à llndien : viens , avant de "
