ENT_ID	TYPE	TERM	KWIC
e4	"LOCATION"	"BnF"	"conditions de réutilisation . 4 / gallica constitue une base de données , dont la BNF est producteur , protégée au sens des articles l341-1 et suivants du code la "
e12	"LOCATION"	"Sébastopol"	"texte . ” ” le pays des serpents , ” ” le monument russe à SÉBASTOPOL . ” ” voyage de m. paul solerilet . - le pirate malais . "
e14	"LOCATION"	"Sébastopol"	"pays des serpents : le oharmeur de serpenta . ” ” le monument russe à SÉBASTOPOL . ” ” voyage de m. paul soleitlet : les bandits se précipitèrent sur "
e19	"LOCATION"	"Paris"	": l' art et l' industrie de tous les peuples a l' exposition universelle de PARIS . ” ¢ le texte est rédigé par l' élite des écrlvains spéciaux : "
e20	"LOCATION"	"MM."	"ceux relatifs aux pavs étrangers . toutes les autres parties du livre , confiées à MM. a. de la- berge , iené delorme , louis e- nault , a , "
e21	"LOCATION"	"La-"	"pavs étrangers . toutes les autres parties du livre , confiées à mm. a. de LA- berge , iené delorme , louis e- nault , a , brull , h. "
e22	"LOCATION"	"Delorme"	"les autres parties du livre , confiées à mm. a. de la- berge , iené DELORME , louis e- nault , a , brull , h. depasse , etc. etc. "
e24	"LOCATION"	"A"	"confiées à mm. a. de la- berge , iené delorme , louis e- nault , A , brull , h. depasse , etc. etc. , sont égalemènt du plus haut "
e25	"LOCATION"	"Brull"	"mm. a. de la- berge , iené delorme , louis e- nault , a , BRULL , h. depasse , etc. etc. , sont égalemènt du plus haut intérêt . "
e26	"LOCATION"	"Industrie"	"meubles , de bijoux , de machines , etc ) illustre l' art et l' INDUSTRIE de tous les peuples . ces gravures sont l' œuvre des dessinateurs et des "
e27	"LOCATION"	"Paris"	"reçoit en payement que des mandats sur ia poste ou des valeurs à vue sur PARIS à l' ordre du directeur du journal des voyages , 7 , rue du "
e28	"LOCATION"	"Paris"	"ordre du directeur du journal des voyages , 7 , rue du croissant , à PARIS . la couverture , la table et lè titre du 6 ® volume du "
