ENT_ID	TYPE	TERM	KWIC
e1	"LOCATION"	"("	"               ( bnf anonyme . journal des voyages et des aventures de terre et de mer "
e1	"LOCATION"	"("	"               ( bnf anonyme . journal des voyages et des aventures de terre et de mer               ( BNF anonyme . journal des voyages et des aventures de terre et de mer . "
e4	"LOCATION"	"BnF"	"des reproductions numeriques d' oeuvres tombees dans le domaine public provenant des collections de la BNF . leur utilisation s' inscrit dans le cadre de la loi n ° 78-753 "
e6	"LOCATION"	"BnF"	"et a la licence 2 / les contenus de gallica sont la propriete de la BNF au sens de l' article l.2112-1 du code general de la propriete des personnes "
e7	"LOCATION"	"BnF"	"conditions de reutilisation . 4 / gallica constitue une base de donnees , dont la BNF est producteur , protegee au sens des articles l341-1 et suivants du code la "
e26	"LOCATION"	"Saint-Joseph"	"' prix : 15 centimes . — journal heboomadaire — bureaux : 8 , rue SAINT-JOSEPH . abonnemeiits . — paris , 8 fr. — departments , 10 . fr "
e27	"LOCATION"	"PARIS"	". — journal heboomadaire — bureaux : 8 , rue saint-joseph . abonnemeiits . — PARIS , 8 fr. — departments , 10 . fr . — etranger , 12 "
e32	"LOCATION"	"Illustrations"	"fr . — etranger , 12 fr. — dimanche e janvier 1889 - . „ ILLUSTRATIONS . — fate sanglante de la nouvefle annse chez les persans . — l' "
e33	"LOCATION"	"Fate"	"etranger , 12 fr. — dimanche e janvier 1889 - . „ illustrations . — FATE sanglante de la nouvefle annse chez les persans . — l' homme 4 bleu "
e34	"LOCATION"	"Pinsk"	"la russie blanche : les marais de . pinsk avant rinondation . les marais de PINSK : une digue pendant pinon- dation . — a travers le monde : nice "
e35	"LOCATION"	"Nice"	"de pinsk : une digue pendant pinon- dation . — a travers le monde : NICE ; un coin , de la baie ; la promenade des an ¬ glais "
e40	"LOCATION"	"Tenir"	"de i' aiince , nous prions nos lecteurs . 4lc voulolr iken nods faire par- TENIR le plus tot possible leur avis de rcabonnement , afin qu' il / ? "
e41	"LOCATION"	"He"	"mois . lea alio mica resolvent gratulte- ' . . ' ' aweiit , avec HE dernier numero de c c haque " semestre , a titre de v prime "
e44	"LOCATION"	"Saint-Josepb"	"a j \ v 1 administration du journal des voyages , 8 , rn € SAINT-JOSEPB , a 3ariw . - hheufts . et coutumes c > dbs diffrents peuples "
e46	"LOCATION"	"Moharrem"	"ta' nnee solaire de 11 jours et quart . les mois sont les suivants : MOHARREM , 30 jours ; sefer , 29 , j.ours ; rabi i ; rabi "
e52	"LOCATION"	"Redejeb"	", j.ours ; rabi i ; rabi ii ; djemadzi i ; djemadzi -ii ; REDEJEB ; cha' aban ; rcemadan ; chawal ; dzou i , < xedah ; "
e53	"LOCATION"	"Rcemadan"	"; rabi ii ; djemadzi i ; djemadzi -ii ; redejeb ; cha' aban ; RCEMADAN ; chawal ; dzou i , < xedah ; dzoii i h' adjey . "
e54	"LOCATION"	"Chawal"	"ii ; djemadzi i ; djemadzi -ii ; redejeb ; cha' aban ; rcemadan ; CHAWAL ; dzou i , < xedah ; dzoii i h' adjey . . onze "
e55	"LOCATION"	"Dzou"	"djemadzi i ; djemadzi -ii ; redejeb ; cha' aban ; rcemadan ; chawal ; DZOU i , < xedah ; dzoii i h' adjey . . onze jours intercalates "
e56	"LOCATION"	"Xedah"	"-ii ; redejeb ; cha' aban ; rcemadan ; chawal ; dzou i , < XEDAH ; dzoii i h' adjey . . onze jours intercalates sont disribues au cours "
e57	"LOCATION"	"Dzoii"	"redejeb ; cha' aban ; rcemadan ; chawal ; dzou i , < xedah ; DZOII i h' adjey . . onze jours intercalates sont disribues au cours de chaque "
e58	"LOCATION"	"Tannee"	"de 3e0. tumiisons . ' l' annee des mahometans etant ainsi beaucoup plus courte que TANNEE tropi ¬ que , qui seule rfrgle le cours des.saisons , il en r "
e59	"LOCATION"	"Pan"	"rfrgle le cours des.saisons , il en r £ sulte que le premier jour de PAN ? nee , — le premier jour du moharrem , — n' a aucuue "
e60	"LOCATION"	"Moharrem"	"sulte que le premier jour de pan ? nee , — le premier jour du MOHARREM , — n' a aucuue place fixe dans tordre des aaisons ; . qu' "
e62	"LOCATION"	"Tautomne"	"termes qu' il va graduellement du prin- iemps k i' hiver , de thiver a TAUTOMNE , de l' automme a i' ste , et de au-prin- temps ; qu' "
e63	"LOCATION"	"THegire"	"annge , mohar- ? em. a . nour premier jour 1 ' anniversaire : de THEGIRE , — - ou fuite du proph & te , quit- tan t medine "
e64	"LOCATION"	"Proph"	"nour premier jour 1 ' anniversaire : de thegire , — - ou fuite du PROPH & te , quit- tan t medine pour la mecque . l' annge 1307 "
e65	"LOCATION"	"Medine"	"de thegire , — - ou fuite du proph & te , quit- tan t MEDINE pour la mecque . l' annge 1307 de l' hegire commencera ie-28 ao < "
e66	"LOCATION"	"Hegire"	"te , quit- tan t medine pour la mecque . l' annge 1307 de l' HEGIRE commencera ie-28 ao < h1889 ; - - ? ? le retour du moharrem "
e71	"LOCATION"	"Ali"	"qua- ranlieme de ce ' qu' il possede . * les shiites ou sectateurs d' ALI , consa- crent le .dixieme ; jour du moharrem a la solennelle co' mmemoraison "
e72	"LOCATION"	"Moharrem"	"* les shiites ou sectateurs d' ali , consa- crent le .dixieme ; jour du MOHARREM a la solennelle co' mmemoraison de tassassi-. ndt dhussein , petit-fils de , mahomet "
e75	"LOCATION"	"Aboubekre"	"ami et.le confident du pr phete prit egorge par les sectaires do la descendance d' ABOUBEKRE et d' omar ; son premier fils , hassan , lui succeda et mouriit "
e76	"LOCATION"	"Omar"	"du pr phete prit egorge par les sectaires do la descendance d' aboubekre et d' OMAR ; son premier fils , hassan , lui succeda et mouriit empoisonn par sa "
e79	"LOCATION"	"Yezid"	"en marche pour , faire preva- loir ses droits au khalifat , quand rarme d' YEZID , dans les plaines de kerbelat , le nriassacra avec tous ' les siens "
e80	"LOCATION"	"Kerbelat"	"loir ses droits au khalifat , quand rarme d' yezid , dans les plaines de KERBELAT , le nriassacra avec tous ' les siens . pour les i 4 ' "
e81	"LOCATION"	"Caire"	"m. e u ge n e m u 11 er nous apprend ; qu' au CAIRE on faisait , le dixieme jour du moharrem , un verit , able pelerinage "
e82	"LOCATION"	"Moharrem"	"11 er nous apprend ; qu' au caire on faisait , le dixieme jour du MOHARREM , un verit , able pelerinage solen' nel a la rri.o.squee ; dans -laquelle "
e83	"LOCATION"	"Egypte"	"; les costumes -relatives i la nouvelle annee musulmane ont presque entierement dis- paru en EGYPTE . les mendiants seuls se- prbccupent encore des divers jours de : van strangers "
