ENT_ID	TYPE	TERM	KWIC
e4	"LOCATION"	"BnF"	"conditions de réutilisation . 4 / gallica constitue une base de données , dont la BNF est producteur , protégée au sens des articles l341-1 et suivants du code la "
e9	"LOCATION"	"Lie"	"mer texte - arrestatien des rois de kings william-town et de nanaern les robinsons de LIE ( suit ) - le chili et le peron - aventures perillense de mar "
e9	"LOCATION"	"Lie"	"mer texte - arrestatien des rois de kings william-town et de nanaern les robinsons de LIE ( suit ) - le chili et le peron - aventures perillense de mar texte - arrestatien des rois de kings william-town et de nanaern les robinsons de lie ( suit ) - le chili et le peron - aventures perillense de mar nieais "
e9	"LOCATION"	"Lie"	"mer texte - arrestatien des rois de kings william-town et de nanaern les robinsons de LIE ( suit ) - le chili et le peron - aventures perillense de mar texte - arrestatien des rois de kings william-town et de nanaern les robinsons de lie ( suit ) - le chili et le peron - aventures perillense de mar nieais - arrestatien des rois de kings william-town et de nanaern les robinsons de lie ( SUIT ) - le chili et le peron - aventures perillense de mar nieais an "
e9	"LOCATION"	"Lie"	"mer texte - arrestatien des rois de kings william-town et de nanaern les robinsons de LIE ( suit ) - le chili et le peron - aventures perillense de mar texte - arrestatien des rois de kings william-town et de nanaern les robinsons de lie ( suit ) - le chili et le peron - aventures perillense de mar nieais - arrestatien des rois de kings william-town et de nanaern les robinsons de lie ( SUIT ) - le chili et le peron - aventures perillense de mar nieais an arrestatien des rois de kings william-town et de nanaern les robinsons de lie ( suit ) - le chili et le peron - aventures perillense de mar nieais an congo "
e10	"LOCATION"	"Aventures"	"nanaern les robinsons de lie ( suit ) - le chili et le peron - AVENTURES perillense de mar nieais an congo ( suite ) - tour de la terre "
e11	"LOCATION"	"Chronique"	"( suite ) - tour de la terre en quatre vingle rette ( suite ) CHRONIQUE des voyages et de la geographie . illustartion - arrestation des rois de king "
e13	"LOCATION"	"Lime"	"les robinson de la guyane le parisien sentours don nuage odorant chorillos la rue de LIME la promenade la mar aventures perillense de nareisse nieaise au congo les fourmis savaneaient "
e14	"LOCATION"	"Promenade"	"de la guyane le parisien sentours don nuage odorant chorillos la rue de lime la PROMENADE la mar aventures perillense de nareisse nieaise au congo les fourmis savaneaient vers lui "
e15	"LOCATION"	"Aventures"	"le parisien sentours don nuage odorant chorillos la rue de lime la promenade la mar AVENTURES perillense de nareisse nieaise au congo les fourmis savaneaient vers lui . arrestation des "
e17	"LOCATION"	"Victoria"	". arrestation des rois de king' s william et de nanacru a board de la VICTORIA l' existence de la rnce nègre dans la eontrée africaine counue géographiquoment sous le "
e18	"LOCATION"	"Guinée"	"existence de la rnce nègre dans la eontrée africaine counue géographiquoment sous le nom de GUINÉE , n' est vespoint l' existence do la race nègre dans la contrée africaine "
e19	"LOCATION"	"Guinée"	"existence do la race nègre dans la contrée africaine connue géographi-quement sous le nom de GUINÉE , n' est point aussi calme quon pourrait bien le croire . quoique les "
e20	"LOCATION"	"Guinée"	"qu' ils gagnent passe bientôt en gourmandise ou en toilette . quand un noir de GUINÉE possède un peu d' argent il refuse , quelle que soit l' offre qu' "
e21	"LOCATION"	"Sierra"	"de cette déclaration , ils prétendent que les lois de la par-tie anglaise , la SIERRA léona , sont très mal faites pour les nègrés . toile est aussi l' "
e21	"LOCATION"	"Sierra"	"de cette déclaration , ils prétendent que les lois de la par-tie anglaise , la SIERRA léona , sont très mal faites pour les nègrés . toile est aussi l' cette déclaration , ils prétendent que les lois de la par-tie anglaise , la sierra LÉONA , sont très mal faites pour les nègrés . toile est aussi l' opinion "
e23	"LOCATION"	"Guinée"	"s' exprime en ces termes à ce sujet : « l' orgueil des nègres de GUINÉE est tel qu' il est souvent dangereux do froisser leur amour-propre . ils se "
e25	"LOCATION"	"Libéria"	"« côte des poivres » , est placé sous la surveillance de la république de LIBÉRIA , quoiqu' il soit cependant indépendant et gouverné par des rois qui gouvernent sans "
e26	"LOCATION"	"Victoria"	", du droit des gens . on envoya , à cet effet , la corvette VICTORIA , qui venait d' achever sa croisière devant dulcigno , à l' époque de "
e27	"LOCATION"	"Dulcigno"	"à cet effet , la corvette victoria , qui venait d' achever sa croisière devant DULCIGNO , à l' époque de la démonstration albanaise . le premier point de départ "
e28	"LOCATION"	"Libéria"	"de cette campagne fut celui de l' obtention de l' assentiment de la république de LIBÉRIA . le président gardner et son ministre des affaires étrangères . m. bliddem , "
e31	"LOCATION"	"Victoria"	"étrangères . m. bliddem , s' embarquèrent le 4 mars dernier à bord de la VICTORIA pour prendre part à l' expédition , et quand le navire à vapeur s' "
e32	"LOCATION"	"Nanacru"	"prendre part à l' expédition , et quand le navire à vapeur s' approcha de NANACRU , voici ce qui se passa , d' après le récit d' un témoin "
e33	"LOCATION"	"Vinou"	"passa , d' après le récit d' un témoin oculaire . on fît escale à VINOU , où l' on prit deux hommes pour servir d' inteir prêtes . le "
e35	"LOCATION"	"Victoria"	"m mille marin de la côte . le soir de je. même jour , la VICTORIA arrivait en me de king' s-williams-town . le lendemain matin , dès l' aube "
e36	"LOCATION"	"Victoria"	"vieux chapeau de feutre bosselé et au fond à moitié enfoncé le capitaine de la VICTORIA fit saisir immédiatement ces deux fantoches et , sans la moindre attention à leurs "
e37	"LOCATION"	"Nanacru"	"jeter à fond de cale . une heure après le roi et l' ex-roi de NANACRU qui n' avaient pas vu revenir leurs compères , se rendirent à leur tour "
e39	"LOCATION"	"Nanacru"	"justice de cette trahison . ce fut du reste le seul homme qui périt à NANACRU . lorsque tout fut brûlé ou détruit , on se retira , laissant des "
e40	"LOCATION"	"Victoria"	"peine tout le monde fut-il rentré à bord que l' on fît feu de la VICTORIA sur la terre , avec des grenades , et alors ce fut une déroute "
e41	"LOCATION"	"Guinée"	"déroute complète . tout fait croire que , depuis cette époque , les nègres de GUINÉE sont convaincus qu' il ne fait pas bon de piller un navire européen . "
e42	"LOCATION"	"Victoria"	"bon de piller un navire européen . le jour suivant , 40 mars , la VICTORIA reprenait la route de monravia , disait adieu à ce pays où avaient existé "
e43	"LOCATION"	"Monravia"	"européen . le jour suivant , 40 mars , la victoria reprenait la route de MONRAVIA , disait adieu à ce pays où avaient existé la veille nanacru et king' "
e45	"LOCATION"	"Libéria"	"neuf prisonniers étaient toujours à bord , enchaînés et très abattus . le président de LIBÉRIA descendit à terre et emmena avec lui ces prisonniers . ce fut lui qui "
e47	"LOCATION"	"Libéria"	"une avance , car les nègres coupables devaient rembourser la somme à la république de LIBÉRIA qui garda les rois comme otage , jusqu' à complet payement de leurs ravages "
e49	"LOCATION"	"("	". benedict-henry révoil . r0bins0ns de la guyane première partie le tigre blanc chapitre viii ( suite . ) dans ces forêts peuplées d' êtres étranges et terribles , repaires "
e49	"LOCATION"	"("	". benedict-henry révoil . r0bins0ns de la guyane première partie le tigre blanc chapitre viii ( suite . ) dans ces forêts peuplées d' êtres étranges et terribles , repaires benedict-henry révoil . r0bins0ns de la guyane première partie le tigre blanc chapitre viii ( SUITE . ) dans ces forêts peuplées d' êtres étranges et terribles , repaires de "
e50	"LOCATION"	"Nicolas"	"habileté , robin assez perplexe ne savait que faire , et surtout que répondre à NICOLAS , ignorant comme un parisien des bati-gnolles , de tout ce qui avait trait "
e51	"LOCATION"	"Bati-gnolles"	"que faire , et surtout que répondre à nicolas , ignorant comme un parisien des BATI-GNOLLES , de tout ce qui avait trait à la vie sauvage . casimir se "
e55	"LOCATION"	"Robin"	"casimir rit , de son vaste rire de nègre , nicolas écarquille les yeux , ROBIN est vivement intéressé . cette bataille de fauves va être dramatique . le carnassier "
e58	"LOCATION"	"Ët"	"de s' adresser à nous . le proscrit sourit et brandit son sabre . — ËT ce ne serait pas le premier , ajouta-t-il froidement . en somme , voici "
e59	"LOCATION"	"Pas"	"est que çà ? — çà pitit tamandbu ( fourmilier ) dit casimir » — PAS possible . oh 1 le pauvre petit , il a l' air tout éperdu "
e60	"LOCATION"	"Quel"	"sans protestation d' ailleurs , et avec une .douceur attestant un excellent caractère . - QUEL drôle ' d' animal , dit-il en examinant attentivement le cadavre . - mais "
e61	"LOCATION"	"Quel"	"sans protestation d' ailleurs , et avec une douceur attestant un excellent caractère . - QUEL drôle ' d' animal , dit-il en examinant attentivement le cadavre . comment , "
e62	"LOCATION"	"Jubata"	"1 . le vieux noir a parfaitement raison » je possède une peau de myrmêcophaga JUBATA , ( tamanoir a crinière . ) sa longueur totale e & t de "
e63	"LOCATION"	"Maroni"	"demi . sa hauteur est de 66 centimètres . j' ai vu en outre au MARONI nn tamanoir qui atteignait trois mètres . je suis donc étonné des dimensions que "
e65	"LOCATION"	"Mangia"	"autres , le dictionnaire de pierre larousse , une autorité pourtant , et m. a. MANGIA , un écrivain consciencieux et un véritable savant . les robinsohs db la gcyan "
e66	"LOCATION"	"Gcyan"	"a. mangia , un écrivain consciencieux et un véritable savant . les robinsohs db la GCYAN b. — le farieien s' entowa d' un nuage odorant . ( page 20 "
e67	"LOCATION"	"("	"robinsohs db la gcyan b. — le farieien s' entowa d' un nuage odorant . ( page 20 , col. 3 . ) besdéo de blanc , qui s' étend "
e67	"LOCATION"	"("	"robinsohs db la gcyan b. — le farieien s' entowa d' un nuage odorant . ( page 20 , col. 3 . ) besdéo de blanc , qui s' étend db la gcyan b. — le farieien s' entowa d' un nuage odorant . ( PAGE 20 , col. 3 . ) besdéo de blanc , qui s' étend oblique-ment "
e67	"LOCATION"	"("	"robinsohs db la gcyan b. — le farieien s' entowa d' un nuage odorant . ( page 20 , col. 3 . ) besdéo de blanc , qui s' étend db la gcyan b. — le farieien s' entowa d' un nuage odorant . ( PAGE 20 , col. 3 . ) besdéo de blanc , qui s' étend oblique-ment la gcyan b. — le farieien s' entowa d' un nuage odorant . ( page 20 , col. 3 . ) besdéo de blanc , qui s' étend oblique-ment du "
e71	"LOCATION"	"—"	"à dédaigner . — c' est le petit du jaguar ? deman da nicolas . — vous l' avez dit. ll-est tout jeune , j' espère l' apprivoiser . comme "
